262144
145408 116736
u 87478 -18
u 55788 -2
u 192744 2
u 133512 4
u 17544 12
u 51180 17
u 66526 16
u 124189 2
u 180524 7
u 161330 14
u 214462 0
u 88362 11
u 106001 9
u 71637 19
u 197879 -17
u 247839 -16
u 24079 -13
u 135655 13
u 191383 -18
u 113120 11
u 216867 5
u 190445 -16
u 143624 -11
u 169596 -10
u 235016 -9
u 26929 8
u 203008 -2
u 132968 -12
u 48388 11
u 46163 17
u 219405 -15
u 7337 17
u 73341 1
u 198165 -19
u 150016 -12
u 211508 -4
u 213443 1
u 125991 -5
u 192300 -14
u 156927 5
u 102227 8
u 90364 -13
u 37004 14
u 89959 -6
u 165795 0
u 69516 -1
u 167980 -8
u 104397 16
u 219846 -13
u 243903 -3
u 89560 9
u 212459 -13
u 70933 -8
u 135782 -19
u 109750 -15
u 166263 12
u 214422 19
u 255070 18
u 217817 -7
u 74675 -1
u 219007 2
u 244525 0
u 221046 -6
u 104022 7
u 127196 -6
u 24324 13
u 16906 16
u 257615 -6
u 50946 0
u 88930 4
u 161820 18
u 110530 -2
u 249678 -4
u 103381 11
u 186343 7
u 64676 1
u 60106 -12
u 5907 -17
u 133836 -3
u 197758 19
u 195712 13
u 215646 12
u 196722 12
u 38314 17
u 80228 0
u 146222 16
u 120295 19
u 94003 -3
u 98066 10
u 51037 -16
u 113299 -2
u 165473 6
u 162772 6
u 192414 -14
u 19168 0
u 33355 12
u 87968 17
u 165355 -16
u 197976 11
u 8072 -17
u 68772 3
u 258109 8
u 148903 -6
u 34753 17
u 25211 -6
u 7091 1
u 201505 6
u 49772 -4
u 81802 16
u 136600 -4
u 108072 5
u 53707 9
u 156813 13
u 218588 -5
u 160590 14
u 108706 14
u 118810 -4
u 156285 -19
u 194641 9
u 252539 13
u 14685 19
u 96219 12
u 170052 2
u 56182 18
u 126035 9
u 90680 15
u 100594 2
u 168004 19
u 101306 -1
u 87909 19
u 88965 10
u 229115 11
u 39143 -1
u 213345 15
u 52151 11
u 191493 -9
u 201228 -16
u 20885 -3
u 171560 -8
u 98846 -14
u 7706 8
u 7415 -3
u 71770 6
u 103565 6
u 37725 9
u 172830 0
u 125946 1
u 72322 5
u 914 -16
u 136732 -11
u 227265 -9
u 119904 5
u 91650 1
u 13341 -19
u 217858 -2
u 36518 14
u 39570 -13
u 71722 -3
u 219354 6
u 22275 19
u 104618 9
u 121625 15
u 72763 9
u 133511 -8
u 217472 -18
u 126745 7
u 74181 17
u 86798 5
u 125295 -4
u 166899 -7
u 212328 11
u 44430 18
u 247352 -2
u 101096 11
u 29296 -1
u 199498 0
u 56333 -11
u 102335 0
u 252928 15
u 202775 11
u 243946 -9
u 128706 -11
u 51882 12
u 221816 7
u 53501 0
u 258188 -19
u 67846 -13
u 255585 -11
u 156628 -5
u 257617 8
u 217910 9
u 57694 -18
u 253951 4
u 141197 17
u 133732 -7
u 190849 -2
u 149206 -11
u 171518 10
u 10772 0
u 116123 -10
u 257762 -2
u 67960 -10
u 152642 -10
u 116519 -12
u 155939 -2
u 233051 -2
u 44820 -15
u 123805 -14
u 188631 -19
u 19220 -10
u 84688 12
u 175754 15
u 5337 -7
u 172839 -17
u 216320 -15
u 80384 12
u 138985 2
u 13260 -15
u 209745 0
u 76611 -4
u 241772 -12
u 215246 -16
u 76121 -8
u 61076 -19
u 79766 -7
u 62828 5
u 28222 16
u 136205 -14
u 61569 -12
u 49669 -17
u 73718 0
u 227685 12
u 16253 16
u 242189 14
u 108582 -11
u 67395 -6
u 104176 -16
u 112658 7
u 97405 6
u 182906 7
u 254031 17
u 79483 -16
u 222174 12
u 53669 -16
u 445 -4
u 37346 -8
u 233392 -19
u 24724 18
u 243833 -19
u 213501 -6
u 61427 -17
u 178482 5
u 39251 -15
u 83757 0
u 202732 -19
u 51685 9
u 250255 0
u 214729 12
u 84714 -19
u 231885 -7
u 109593 -18
u 159323 -7
u 9975 8
u 68343 18
u 188818 -16
u 81937 18
u 38454 19
u 153705 -8
u 27272 16
u 214362 15
u 241983 -19
u 162481 15
u 135073 -2
u 178236 13
u 121322 2
u 42803 15
u 155066 10
u 49613 5
u 124031 -2
u 156707 -12
u 137658 16
u 38807 6
u 236921 9
u 253818 -19
u 167832 11
u 232055 2
u 209941 0
u 115621 -7
u 247459 -15
u 40515 -3
u 179692 -7
u 75410 -8
u 23302 0
u 237656 2
u 242981 0
u 198040 -1
u 108722 16
u 32464 -7
u 167216 -16
u 85549 -8
u 230175 -11
u 220575 7
u 187853 -8
u 260844 6
u 105767 -14
u 17663 -16
u 122534 -5
u 95930 2
u 218097 -9
u 31027 10
u 203664 14
u 55286 -12
u 203770 -6
u 133741 -3
u 111890 13
u 181747 -7
u 12607 1
u 257895 10
u 214232 19
u 111486 -11
u 33666 0
u 81171 3
u 222223 7
u 39894 7
u 248545 -9
u 114967 9
u 37844 5
u 240308 16
u 258005 -2
u 88314 -3
u 69052 -18
u 187674 -7
u 148096 7
u 19977 -4
u 177877 0
u 158041 12
u 260613 16
u 105601 13
u 154171 2
u 136724 1
u 216417 18
u 68495 18
u 159801 -12
u 233733 3
u 158565 -10
u 1271 14
u 67821 8
u 47133 12
u 110227 -9
u 53960 -16
u 198574 12
u 237506 10
u 189070 -7
u 155591 -7
u 226460 -15
u 221670 7
u 19720 -15
u 172852 7
u 74681 2
u 73041 15
u 204346 -8
u 198720 -18
u 1114 17
u 225942 -3
u 50821 -17
u 137304 18
u 229759 -2
u 184295 3
u 193630 -8
u 237783 4
u 107915 10
u 76536 0
u 225332 18
u 45013 -14
u 131687 -1
u 8972 -8
u 192366 11
u 83913 9
u 191403 -12
u 42680 16
u 65470 7
u 229476 -14
u 30506 3
u 189773 14
u 229370 5
u 119939 -8
u 100579 9
u 202777 -10
u 183721 17
u 101637 -11
u 103700 -3
u 127155 -14
u 56158 12
u 227404 17
u 258781 -18
u 227642 -10
u 187925 9
u 95194 13
u 84459 -16
u 180424 -12
u 188237 -14
u 126828 -15
u 234695 -9
u 90441 3
u 53107 9
u 209539 3
u 40545 -8
u 190731 -5
u 23475 3
u 82121 -16
u 163933 -12
u 82220 -6
u 242595 7
u 46001 -10
u 200239 14
u 116596 0
u 2501 17
u 153005 16
u 48742 17
u 131326 -4
u 173381 -7
u 258658 12
u 153272 8
u 48486 6
u 81094 0
u 196859 17
u 178228 -17
u 72597 4
u 194351 -1
u 223591 0
u 82880 -8
u 258779 -6
u 59325 2
u 60435 -3
u 130943 9
u 209918 -13
u 8339 11
u 256106 4
u 131534 -13
u 76214 12
u 173057 -18
u 195511 -6
u 27867 -19
u 247822 13
u 124564 11
u 92522 11
u 25171 -6
u 30683 -7
u 238798 -6
u 192565 -3
u 20736 1
u 149777 -15
u 84627 1
u 190688 12
u 186188 -19
u 166646 -5
u 15689 -4
u 186243 -13
u 105979 6
u 3632 15
u 119049 -5
u 175845 2
u 185311 11
u 228717 4
u 35504 4
u 7419 -11
u 37334 3
u 85317 -1
u 38793 -17
u 75979 14
u 18621 17
u 59940 -14
u 80496 17
u 77868 8
u 155963 -7
u 154875 -18
u 177654 -9
u 157088 -4
u 12962 -1
u 645 -12
u 20657 -18
u 104708 -11
u 165262 8
u 179953 11
u 203888 19
u 166894 13
u 236415 14
u 256820 -11
u 210875 -8
u 241243 -4
u 154045 0
u 117563 -9
u 202552 -18
u 170379 12
u 136170 6
u 1837 3
u 179089 -3
u 214819 -7
u 34428 0
u 24120 16
u 126417 9
u 198682 -4
u 155706 9
u 155456 -4
u 3760 0
u 209132 4
u 6387 -10
u 227363 11
u 77060 0
u 162310 12
u 44480 5
u 107915 14
u 8550 -10
u 43634 -13
u 193218 -9
u 19151 -11
u 258768 13
u 158181 3
u 149048 -12
u 256768 3
u 186050 11
u 48471 9
u 6166 -17
u 139233 -7
u 149290 -13
u 34314 9
u 203547 1
u 155196 12
u 202820 10
u 255076 0
u 4440 -18
u 191387 -19
u 229916 -6
u 153396 -2
u 138918 2
u 7486 -10
u 89635 -11
u 255263 -5
u 69649 0
u 179028 13
u 171752 12
u 150566 -2
u 93429 -13
u 63109 -14
u 242449 -11
u 168000 17
u 68124 -5
u 247955 -14
u 184667 1
u 152718 -10
u 25086 4
u 124267 -2
u 216163 -2
u 210523 -16
u 249739 0
u 242609 4
u 78607 0
u 10359 6
u 174651 -8
u 206141 3
u 129511 -2
u 139703 10
u 209240 0
u 233533 0
u 2580 -1
u 193206 -15
u 22169 -11
u 142388 16
u 172716 -6
u 262002 4
u 218175 16
u 57515 -14
u 111357 -9
u 206675 -16
u 141345 2
u 178823 -18
u 526 -11
u 206348 12
u 181898 7
u 79387 8
u 39701 -18
u 212145 -10
u 65780 -5
u 38060 16
u 183157 -14
u 136664 1
u 18244 9
u 173827 0
u 262056 -1
u 153467 1
u 6887 -9
u 149970 -18
u 126529 -5
u 217181 -12
u 9768 -14
u 230763 -12
u 44875 7
u 111342 -3
u 11010 2
u 87008 9
u 187322 14
u 71213 11
u 155710 17
u 73025 3
u 101255 14
u 34737 -3
u 34495 8
u 115557 4
u 16738 -9
u 207309 -15
u 105020 6
u 75978 2
u 94550 8
u 260552 -3
u 74578 -6
u 37585 19
u 46947 -3
u 205324 10
u 91695 -17
u 96137 9
u 242698 0
u 38949 -17
u 53438 3
u 176075 -9
u 225102 -1
u 96684 -9
u 35026 6
u 217876 0
u 97838 13
u 235137 6
u 39558 -18
u 172174 -6
u 119377 -2
u 27020 12
u 131560 -1
u 141879 -2
u 254032 7
u 127165 -13
u 73192 -13
u 115503 -14
u 162338 12
u 104131 10
u 122705 -10
u 64796 13
u 14005 -14
u 130816 -11
u 48369 -13
u 140070 5
u 156202 5
u 116674 -16
u 28104 19
u 137734 -16
u 177238 -19
u 65319 18
u 43852 7
u 24438 11
u 130865 0
u 141411 18
u 188433 11
u 211970 10
u 243998 -7
u 256003 -15
u 121489 0
u 197970 -17
u 38876 -11
u 41167 -9
u 48910 7
u 86974 14
u 181656 3
u 214436 14
u 70972 16
u 169556 10
u 105301 -12
u 193264 -15
u 255032 1
u 234029 16
u 223733 14
u 4966 -7
u 99675 10
u 98627 1
u 255437 1
u 205533 -13
u 56551 -15
u 6209 16
u 182657 13
u 201574 18
u 197377 -3
u 193323 -13
u 157810 -1
u 72125 2
u 5390 -13
u 125442 14
u 9757 0
u 50059 -3
u 71201 2
u 247984 -10
u 26337 9
u 106700 -7
u 221738 -2
u 58954 1
u 71412 19
u 133738 -18
u 107371 -10
u 47181 -19
u 189362 -1
u 153736 9
u 163319 -17
u 161734 6
u 147444 12
u 20364 13
u 98336 -19
u 20997 0
u 197579 0
u 207563 3
u 240608 -19
u 37282 -12
u 2757 6
u 56523 -3
u 235939 -4
u 113166 4
u 223011 -19
u 95767 -1
u 21794 19
u 35119 5
u 207151 -11
u 125740 -13
u 61689 2
u 168017 19
u 12292 -2
u 154299 18
u 117810 9
u 40633 -1
u 100458 -5
u 230696 -8
u 200861 -7
u 237411 4
u 86478 -9
u 23772 -3
u 66393 -11
u 15367 -18
u 114376 1
u 54745 6
u 25703 13
u 173191 -14
u 74056 -10
u 28752 9
u 256928 -9
u 50289 -5
u 166543 -17
u 169495 -3
u 100560 2
u 4846 8
u 215798 -15
u 33168 -16
u 87511 -12
u 31449 10
u 189644 -6
u 115810 12
u 46814 -15
u 253343 -1
u 92204 -16
u 50592 -6
u 89339 -4
u 182230 19
u 119723 -6
u 98999 13
u 234345 -4
u 145180 8
u 132465 7
u 208049 13
u 226884 16
u 159721 3
u 63550 -17
u 107589 -3
u 40245 -4
u 231234 0
u 118742 -16
u 219437 11
u 120564 1
u 201819 16
u 229106 -14
u 198428 10
u 142522 -7
u 127165 -18
u 259813 -8
u 232821 14
u 50426 0
u 116795 -2
u 143786 14
u 224340 8
u 61031 9
u 54336 7
u 213113 -18
u 125710 -9
u 151154 -10
u 49677 -1
u 104061 17
u 57281 17
u 67427 8
u 259428 -10
u 257517 15
u 27506 -13
u 98360 2
u 159775 16
u 106544 -1
u 164035 5
u 53259 13
u 85204 -19
u 230002 12
u 75761 -1
u 14157 0
u 237129 -1
u 111401 -15
u 102659 7
u 216712 -4
u 243925 12
u 67905 -18
u 257885 5
u 153591 3
u 146270 19
u 15345 -12
u 165567 -9
u 4389 18
u 72833 15
u 199543 2
u 91260 12
u 11890 -9
u 69776 -1
u 98511 6
u 39977 -11
u 10235 -16
u 3022 -8
u 31048 19
u 244408 8
u 154281 0
u 182631 5
u 176696 -6
u 238232 7
u 74682 -12
u 153334 -18
u 197517 17
u 225782 11
u 48696 -14
u 70556 2
u 205850 -3
u 200288 12
u 132294 11
u 32084 4
u 202074 -17
u 85839 -5
u 142884 -19
u 1695 -11
u 92382 16
u 238523 5
u 26706 0
u 179146 14
u 112164 1
u 171488 4
u 176199 16
u 45925 -1
u 90435 17
u 73849 13
u 187381 -3
u 123930 0
u 120282 12
u 221524 -19
u 216097 14
u 58459 -12
u 201005 -14
u 213400 14
u 164552 0
u 189791 -17
u 11044 -4
u 175435 8
u 79037 13
u 45006 5
u 205431 -1
u 130059 0
u 224789 18
u 257981 -7
u 201616 13
u 83951 3
u 178439 1
u 201904 -2
u 177250 3
u 82868 -7
u 21419 -18
u 94232 -15
u 109652 -18
u 219707 8
u 228885 -19
u 96018 6
u 121426 14
u 40698 -7
u 217924 -14
u 167001 4
u 253898 18
u 50821 5
u 131221 18
u 25350 -12
u 143743 -3
u 125986 5
u 118734 13
u 197627 14
u 227743 3
u 154932 9
u 157761 18
u 104513 -17
u 214885 2
u 101117 6
u 181747 -19
u 65918 6
u 256928 -2
u 81551 0
u 107322 -3
u 172333 18
u 215119 -14
u 154084 -9
u 256396 -6
u 37953 13
u 244759 9
u 154337 1
u 181692 19
u 157422 0
u 141918 19
u 42955 -10
u 2370 -3
u 235024 19
u 225613 -11
u 123161 -9
u 161332 -14
u 59713 -2
u 69527 12
u 186018 -10
u 41222 14
u 23632 -16
u 154713 7
u 164215 -8
u 174676 -10
u 208695 -11
u 55889 18
u 115973 -11
u 98380 -6
u 55415 -10
u 143285 7
u 132641 -13
u 211929 9
u 156783 -17
u 144009 -7
u 83093 8
u 42486 -3
u 209069 10
u 22550 -3
u 9317 10
u 170634 13
u 251678 14
u 207520 -3
u 22640 -13
u 194362 -8
u 105606 -8
u 256633 16
u 117979 11
u 168458 -18
u 225731 -12
u 93276 -12
u 235555 0
u 153406 7
u 70818 6
u 31478 -7
u 111040 10
u 36006 -4
u 166493 17
u 206084 8
u 25139 1
u 5046 0
u 213807 19
u 106849 -9
u 205954 -17
u 82261 5
u 63487 6
u 216223 -14
u 49157 -3
u 219381 -1
u 21299 18
u 200113 0
u 190829 16
u 232916 -5
u 217501 6
u 22169 17
u 53015 -15
u 111242 -19
u 26751 13
u 74321 15
u 231255 3
u 140105 -15
u 69977 -5
u 69499 -1
u 201671 -15
u 239111 14
u 15452 7
u 93167 11
u 151055 -10
u 39318 -3
u 240796 -10
u 86910 -15
u 88703 10
u 36346 -2
u 154101 -3
u 86016 -1
u 5107 14
u 155813 -8
u 58163 14
u 194219 19
u 252048 6
u 220661 -19
u 86123 -12
u 211639 16
u 115625 18
u 81449 -5
u 50301 5
u 125944 1
u 104369 4
u 254458 19
u 10815 -8
u 119541 -17
u 42310 -17
u 91007 -4
u 238522 -16
u 98164 14
u 194270 -11
u 233784 -17
u 108367 7
u 255429 14
u 172093 -8
u 56126 13
u 243094 7
u 99255 -6
u 82218 -6
u 81648 -5
u 169901 10
u 108956 12
u 214399 10
u 50541 9
u 223046 2
u 157061 3
u 205387 0
u 173422 -12
u 49837 5
u 13459 13
u 241442 -9
u 182181 13
u 251657 -17
u 45570 -9
u 110862 0
u 164766 -17
u 66263 -18
u 230832 -17
u 211541 -17
u 209297 6
u 167935 -4
u 65473 -3
u 232916 16
u 162788 -16
u 143460 6
u 242540 -1
u 245834 4
u 83008 15
u 181871 0
u 44936 -15
u 255797 11
u 49210 -10
u 221281 -17
u 78437 6
u 37129 -16
u 80979 11
u 129805 2
u 54098 -4
u 123205 13
u 121186 -19
u 130991 -4
u 127280 -2
u 2017 12
u 87887 8
u 76724 0
u 214479 -9
u 80382 -19
u 130295 -13
u 19444 11
u 210199 -11
u 234323 -15
u 261638 -4
u 175487 -11
u 202561 -14
u 8335 -10
u 41070 1
u 163187 5
u 254010 5
u 116496 -7
u 86950 9
u 212577 -14
u 1455 -15
u 40831 0
u 70336 -10
u 78339 -17
u 116850 -12
u 47426 -2
u 152503 14
u 169936 -5
u 259463 7
u 154525 -14
u 55456 -11
u 206740 -12
u 220774 -10
u 127075 -13
u 254313 -8
u 84865 19
u 108325 0
u 125376 7
u 185972 11
u 197053 -13
u 254235 17
u 157023 2
u 205250 -10
u 237516 10
u 243088 0
u 240959 -14
u 185467 8
u 83723 1
u 246648 12
u 189678 16
u 26164 -18
u 232443 0
u 138096 -5
u 51008 -10
u 37248 17
u 102604 -15
u 230398 19
u 173935 6
u 62299 2
u 113931 -13
u 17062 -5
u 79644 10
u 16158 4
u 84482 -19
u 112022 -18
u 239481 1
u 24416 12
u 10532 4
u 43313 -10
u 224438 -7
u 47458 -10
u 109902 -17
u 62382 -16
u 189218 0
u 171001 -13
u 167925 8
u 133752 17
u 128449 2
u 148792 12
u 150574 19
u 224949 0
u 136858 18
u 75549 2
u 149735 -1
u 208932 -2
u 199425 19
u 176928 -12
u 9960 16
u 68878 10
u 101848 16
u 240184 -18
u 165800 -2
u 255199 -15
u 261704 1
u 245038 2
u 140519 11
u 15903 -17
u 195065 -6
u 162625 -7
u 210317 -3
u 194686 2
u 103660 -3
u 194783 -2
u 86638 -19
u 50655 8
u 241397 -15
u 196116 2
u 140489 8
u 177159 1
u 68876 4
u 28041 11
u 105752 -13
u 224630 -14
u 135398 0
u 121330 -7
u 234524 -11
u 231170 -8
u 163343 4
u 189661 18
u 165327 16
u 176323 2
u 6868 -3
u 27490 2
u 37324 11
u 25263 -3
u 102559 -11
u 53452 11
u 97250 -17
u 246985 15
u 141050 -3
u 54076 -2
u 160044 -16
u 189472 -10
u 186913 -2
u 49080 -6
u 95162 14
u 234678 -4
u 73557 -19
u 249388 -3
u 204674 -18
u 217082 -13
u 65813 -18
u 253401 4
u 24330 16
u 133568 5
u 82270 8
u 16669 16
u 210748 11
u 41414 0
u 60988 -6
u 225616 3
u 53755 10
u 258182 0
u 198174 17
u 238195 1
u 257935 9
u 185793 -10
u 201525 7
u 224667 14
u 153149 -5
u 129094 15
u 21593 2
u 215591 15
u 89761 19
u 105716 3
u 85356 -9
u 44757 1
u 5194 -13
u 4281 11
u 24079 16
u 81930 -16
u 173466 -19
u 81475 -2
u 182631 -13
u 76560 -8
u 140091 11
u 46913 4
u 89274 -19
u 131882 7
u 257365 16
u 67641 -7
u 44643 -2
u 219690 -12
u 153195 14
u 253207 7
u 204304 -8
u 197144 -2
u 78573 -17
u 228475 19
u 60475 -13
u 72697 10
u 248546 -1
u 100106 -8
u 119970 15
u 254712 -2
u 207443 -10
u 195770 18
u 172609 3
u 39780 -10
u 115146 -15
u 240935 -11
u 103837 6
u 172934 7
