262144
169984 92160
q 75550 152596
q 75268 237479
q 224093 244306
q 85837 121975
q 19636 206858
q 158053 237149
q 59570 203802
q 100725 227587
q 153343 169026
q 87564 232011
q 9572 210963
q 149246 192035
q 69420 204433
q 213967 226828
q 31034 133155
q 183631 200657
q 175992 208705
q 170654 258900
q 82593 158155
q 30486 177791
q 27308 188539
q 86878 152796
q 130197 253522
q 37080 52321
q 139885 144722
q 6947 154294
q 88705 198982
q 41396 158125
q 6081 141272
q 109949 172306
q 48462 139236
q 85797 93793
q 90550 224454
q 120466 256451
q 24793 173144
q 36113 200452
q 188910 213333
q 25186 81386
q 77508 180289
q 62867 118466
q 125414 217394
q 43955 217161
q 62252 258558
q 202080 203524
q 2495 49886
q 113687 141732
q 98348 207481
q 60659 227529
q 35887 221837
q 181125 209031
q 217238 246631
q 147339 197820
q 144005 172526
q 17063 62150
q 135530 250035
q 125018 205285
q 80036 260944
q 61052 249240
q 76450 189177
q 2433 78946
q 116121 239063
q 75267 220679
q 61458 186064
q 97345 135926
q 54908 145758
q 44233 130245
q 10003 191573
q 65922 154008
q 82985 101956
q 89847 216159
q 79034 218516
q 32989 217316
q 20085 159070
q 16225 235521
q 18659 209263
q 52324 186182
q 10859 134780
q 196238 261450
q 135233 196923
q 31440 80538
q 75673 190141
q 200144 210784
q 5103 14562
q 92009 107059
q 46025 97548
q 53920 196907
q 125059 229896
q 9093 21986
q 25319 249982
q 197101 257507
q 43978 47687
q 121140 178758
q 58547 120447
q 112853 255470
q 144293 255680
q 73865 183678
q 22505 219967
q 121679 225071
q 37068 213689
q 69986 134616
q 4749 259715
q 122630 188537
q 197631 234646
q 144617 222484
q 139981 222950
q 4784 157441
q 16437 187668
q 183543 246215
q 34252 136884
q 130421 239542
q 51263 178546
q 51956 136369
q 73769 173636
q 99297 110837
q 125181 169283
q 122752 245454
q 171848 174033
q 146536 245383
q 107335 127857
q 68142 106876
q 2173 5694
q 72926 193363
q 18611 256470
q 155496 177434
q 28578 154833
q 23774 207124
q 75730 206097
q 17723 81350
q 180647 249367
q 112404 128560
q 87787 111871
q 235157 261821
q 21575 218397
q 128911 146213
q 84110 253090
q 89805 197053
q 7836 255264
q 11731 21024
q 2162 198459
q 30741 167228
q 91148 191003
q 35102 237866
q 4589 57072
q 52825 253957
q 181386 237720
q 63364 104217
q 31113 77231
