262144
229376 32768
u 172707 -16
u 98013 12
u 134612 4
u 72849 -4
u 77557 -15
u 175715 10
u 19653 -10
u 66090 14
u 64403 0
u 74621 -10
u 215544 10
u 208595 7
u 61859 -10
u 88505 3
u 120236 -1
u 121284 -15
u 142834 13
u 241771 -17
u 116453 -11
u 115558 9
u 82374 -15
u 134567 -4
u 89961 10
u 68914 3
u 72549 1
u 217903 -16
u 81474 5
u 204983 1
u 225314 -15
u 35956 -7
u 151153 3
u 114207 -15
u 114394 -5
u 47147 15
u 146310 4
u 162715 14
u 191836 -14
u 68569 -17
u 235797 0
u 174018 -12
u 18874 0
u 72152 -4
u 31989 -17
u 243682 19
u 46338 -17
u 78567 10
u 174736 9
u 229335 -15
u 24464 -17
u 257835 6
u 177044 4
u 137316 -3
u 193544 11
u 126390 5
u 81225 -14
u 213400 -4
u 168042 -16
u 200448 10
u 38401 7
u 195191 -7
u 199482 -18
u 20086 -2
u 204389 18
u 139062 14
u 1616 0
u 137485 7
u 31015 -18
u 23254 14
u 218544 2
u 129613 -14
u 187909 -7
u 137724 -5
u 104278 -8
u 31696 1
u 258017 14
u 227419 9
u 238503 17
u 45287 7
u 234784 8
u 147458 16
u 56958 -16
u 152918 -6
u 35458 6
u 50389 18
u 63673 7
u 29484 18
u 260872 5
u 83247 -4
u 243238 -2
u 245688 16
u 79688 12
u 172324 -11
u 196326 13
u 236796 5
u 139817 -1
u 143223 10
u 144910 -14
u 22606 7
u 210171 -8
u 172228 -18
u 252998 10
u 1140 18
u 106777 -7
u 92591 -6
u 199332 -8
u 64840 -17
u 24955 16
u 72924 13
u 192633 -12
u 128103 -9
u 169687 -18
u 4939 -11
u 43182 -15
u 232823 18
u 100540 1
u 2911 -6
u 82476 -19
u 80978 8
u 88441 6
u 14981 -16
u 249705 -7
u 42507 -18
u 54842 -2
u 233797 17
u 163009 -4
u 55638 -9
u 108940 -10
u 123007 3
u 88123 -5
u 143332 8
u 236595 2
u 17915 -11
u 150296 -4
u 246181 16
u 10320 19
u 2223 19
u 78840 -13
u 10398 0
u 160162 17
u 119015 -10
u 81808 6
u 131581 9
u 235232 18
u 80728 -10
u 86132 14
u 249875 -10
u 108160 -19
u 117512 19
u 104541 -4
u 235049 -2
u 100569 16
u 112743 7
u 19858 -1
u 50950 7
u 105193 5
u 241049 8
u 82475 -3
u 115608 -11
u 102931 9
u 116775 8
u 158252 -4
u 249648 -19
u 110154 -3
u 580 12
u 206566 15
u 67414 -13
u 210757 7
u 224402 15
u 41155 -17
u 148493 2
u 183174 0
u 71208 -19
u 237885 8
u 59070 -7
u 121008 6
u 5592 -17
u 18209 18
u 21385 0
u 98113 -16
u 80916 -13
u 257595 2
u 87528 11
u 66344 -12
u 174681 -3
u 62996 -10
u 253849 17
u 188430 -10
u 249677 5
u 249729 -12
u 242844 -3
u 222450 17
u 125710 16
u 241533 2
u 106880 -8
u 169061 8
u 120039 5
u 73983 11
u 108578 1
u 257355 -16
u 247828 -11
u 82148 16
u 42235 -18
u 40303 -15
u 172606 -15
u 76374 3
u 136483 -14
u 139599 -19
u 15197 -1
u 147145 -1
u 196491 -11
u 47732 -11
u 218576 -1
u 261954 -10
u 262044 19
u 86127 17
u 53230 5
u 225118 -5
u 176709 -19
u 125235 -6
u 31167 10
u 240478 5
u 238290 -2
u 167700 18
u 236923 -11
u 113423 6
u 106765 4
u 225657 -10
u 20727 14
u 128208 -16
u 220490 12
u 6212 -18
u 120466 15
u 107042 -14
u 234609 15
u 122204 -19
u 171744 -4
u 171284 2
u 218473 -8
u 139235 9
u 129543 18
u 102380 16
u 151670 -9
u 37362 6
u 29218 5
u 193025 18
u 117762 10
u 261286 16
u 168426 -3
u 11117 1
u 76319 0
u 144525 17
u 233861 -11
u 133810 9
u 130506 -18
u 121300 19
u 1418 14
u 234214 3
u 27431 -18
u 63343 -11
u 175004 19
u 44215 -15
u 193463 -13
u 6708 -4
u 149542 -17
u 240637 14
u 151147 -1
u 211781 -1
u 176683 -7
u 50911 -13
u 94351 6
u 42950 -5
u 133748 -17
u 248858 4
u 24453 -12
u 217829 10
u 44282 19
u 230080 16
u 43258 16
u 75347 9
u 254615 -11
u 156519 1
u 176859 -3
u 4340 -6
u 189604 -11
u 136444 -16
u 227463 7
u 117581 -4
u 194417 -4
u 260248 13
u 154353 12
u 156185 10
u 215835 -1
u 174237 19
u 98767 18
u 189751 -6
u 41282 -7
u 234857 13
u 190282 16
u 47397 -2
u 32305 8
u 139555 19
u 101094 19
u 96694 -14
u 99289 -5
u 252238 18
u 48588 2
u 190134 -19
u 8257 -4
u 261374 -3
u 89670 8
u 198263 0
u 10964 6
u 86951 10
u 148030 0
u 56846 7
u 56047 9
u 177961 3
u 191395 -18
u 190510 -15
u 107309 7
u 20039 3
u 64740 12
u 158178 -8
u 50258 4
u 180023 1
u 84246 -2
u 8737 -5
u 24975 -5
u 34313 6
u 230038 -6
u 91197 -16
u 25419 -18
u 181085 13
u 19526 -3
u 245356 0
u 27912 -19
u 20590 -5
u 213425 7
u 165651 -19
u 74033 -7
u 141469 4
u 199673 2
u 253490 14
u 245896 -16
u 135511 12
u 116820 14
u 237733 1
u 233724 3
u 96910 18
u 3982 -7
u 117943 -15
u 83373 1
u 124548 -14
u 55159 -15
u 36196 0
u 111586 7
u 25328 -12
u 65728 -17
u 11621 -12
u 42334 2
u 1128 4
u 111697 16
u 39249 -7
u 133393 0
u 74385 0
u 216281 9
u 169271 -14
u 68718 -15
u 72167 -1
u 59730 -3
u 253071 6
u 23885 -17
u 220433 -6
u 32930 15
u 139094 -8
u 117043 1
u 234420 14
u 116941 -18
u 49874 18
u 147685 -1
u 125567 -4
u 54444 -15
u 139334 -1
u 64369 12
u 247041 -1
u 57721 16
u 33273 -7
u 254225 18
u 171220 -16
u 223616 -12
u 100277 -8
u 188395 -8
u 45112 -13
u 84079 -5
u 31383 15
u 219247 3
u 71443 -18
u 189645 12
u 134711 18
u 160136 -1
u 115971 13
u 95434 2
u 37321 -6
u 140806 11
u 112527 -4
u 256713 12
u 180795 7
u 23214 14
u 226157 -3
u 58751 19
u 76914 -17
u 152348 2
u 27402 -7
u 96992 4
u 71720 19
u 19579 8
u 212843 -2
u 74792 18
u 202528 12
u 196563 -11
u 55734 9
u 3573 16
u 111953 -15
u 200292 -8
u 134081 19
u 71363 12
u 12754 14
u 97210 -13
u 41417 9
u 202270 -2
u 189189 13
u 38686 1
u 74719 -2
u 127910 -17
u 66933 -10
u 68016 -1
u 253462 -9
u 97052 -4
u 98377 -14
u 179238 15
u 32101 18
u 181312 -13
u 212170 -17
u 85012 18
u 210582 -16
u 104582 1
u 246989 1
u 15373 -10
u 256748 1
u 74668 -10
u 205613 1
u 184205 10
u 214274 -17
u 38058 -12
u 54315 13
u 20823 -6
u 205754 10
u 131273 3
u 218514 13
u 147225 5
u 241425 18
u 42437 14
u 132933 -11
u 23691 0
u 201094 -4
u 189075 2
u 241043 -3
u 79350 9
u 130250 -2
u 243682 8
u 72562 -19
u 8838 -17
u 204497 1
u 171954 4
u 94254 -11
u 65678 -8
u 46699 -3
u 37663 7
u 165926 -10
u 45026 -3
u 159714 15
u 249440 1
u 83094 -9
u 69644 12
u 184057 -12
u 135766 19
u 53543 2
u 10648 19
u 22574 7
u 156766 -2
u 239638 13
u 190365 -16
u 68415 14
u 203826 15
u 27240 17
u 77076 8
u 220812 -10
u 63424 -13
u 131020 0
u 255107 -11
u 184251 0
u 47408 16
u 11192 -11
u 233692 -14
u 240659 0
u 150594 13
u 88614 -7
u 242347 3
u 44701 8
u 129229 -9
u 170740 11
u 258896 0
u 8534 -10
u 171171 1
u 193246 5
u 192488 -2
u 30721 16
u 91004 -13
u 35810 -10
u 75680 -17
u 190867 14
u 232480 -17
u 42947 12
u 174368 -6
u 134570 -13
u 159591 -13
u 247759 3
u 172574 19
u 216521 -7
u 133704 2
u 245737 -10
u 832 -17
u 41802 -5
u 56229 -8
u 154389 0
u 91939 -7
u 96040 -10
u 100451 1
u 12814 -18
u 226637 2
u 54129 -1
u 190551 -13
u 18284 -4
u 33894 15
u 182584 5
u 120285 5
u 231648 -1
u 180493 -18
u 212955 16
u 88919 -3
u 106489 7
u 188314 10
u 243134 -15
u 79373 19
u 39297 -13
u 141189 -5
u 167951 -9
u 133171 8
u 170578 5
u 158898 -6
u 72521 -17
u 257197 -13
u 138157 6
u 53333 -6
u 150126 1
u 194170 19
u 60967 -1
u 197001 -13
u 146962 -17
u 35762 8
u 58098 7
u 17542 14
u 246548 2
u 150142 3
u 55635 -12
u 246002 0
u 63936 16
u 170183 10
u 154458 14
u 28919 -13
u 103625 14
u 36912 5
u 81287 15
u 206551 14
u 248144 16
u 152364 -13
u 157121 5
u 8005 1
u 58476 4
u 34366 -2
u 205044 -17
u 242270 -18
u 259281 2
u 208931 3
u 111682 16
u 194037 12
u 198797 15
u 117757 -17
u 202719 -10
u 246189 8
u 42334 0
u 232819 10
u 44173 16
u 78839 -4
u 136828 -2
u 216762 -7
u 131430 10
u 86565 0
u 85054 -14
u 18019 10
u 9059 12
u 149901 11
u 180863 -19
u 225796 -1
u 67680 12
u 48015 -3
u 84108 -17
u 47327 0
u 259516 0
u 230931 0
u 239372 8
u 213929 -3
u 120293 -14
u 237227 11
u 71703 18
u 139940 -7
u 205160 -15
u 26475 -1
u 33213 18
u 245319 -4
u 199970 -15
u 210908 -16
u 49882 19
u 150216 -12
u 122258 -1
u 181455 -4
u 42409 0
u 208147 4
u 171591 7
u 105906 17
u 176333 17
u 61912 -1
u 11401 -6
u 243230 -13
u 78515 14
u 145508 -17
u 257596 -5
u 38276 -13
u 90365 8
u 92590 12
u 45353 -18
u 49967 -6
u 145142 19
u 250465 -11
u 179201 -5
u 35739 -5
u 77931 -5
u 212742 -6
u 186040 9
u 133947 -19
u 158090 -17
u 18753 3
u 111585 -11
u 198877 10
u 245524 -15
u 152430 -15
u 41225 10
u 116495 8
u 198368 -4
u 240956 -2
u 199045 -17
u 208817 -17
u 112204 4
u 104165 -14
u 91100 16
u 38512 18
u 255425 -11
u 140589 -3
u 114296 -8
u 44672 -5
u 106647 10
u 126410 2
u 137356 17
u 72096 -8
u 85578 -12
u 189008 -16
u 65461 0
u 37312 7
u 32954 1
u 213765 -1
u 117447 18
u 111101 -3
u 47399 18
u 215595 4
u 66869 19
u 259373 6
u 195226 -1
u 59245 -9
u 104401 0
u 144021 8
u 182250 -9
u 212459 17
u 206568 18
u 163233 16
u 129106 -2
u 101433 17
u 104988 12
u 95138 3
u 202081 -12
u 51939 -18
u 46713 -12
u 180323 16
u 172808 16
u 50236 -17
u 108765 9
u 205045 -15
u 2999 3
u 14440 11
u 142990 7
u 186946 -18
u 30383 -15
u 256506 0
u 238771 -6
u 25615 7
u 138089 -8
u 185515 8
u 126724 -4
u 164598 -14
u 81119 12
u 52455 8
u 146948 19
u 218757 2
u 150718 15
u 97372 -15
u 148726 -16
u 41517 7
u 48412 -14
u 52338 -16
u 125379 -8
u 203748 -19
u 155510 0
u 186128 -16
u 230815 -6
u 57480 -12
u 41274 -3
u 239675 8
u 105292 9
u 76027 19
u 167342 6
u 25432 -11
u 195576 -9
u 233036 17
u 102830 -16
u 6884 14
u 101185 12
u 229535 19
u 75609 3
u 14642 -13
u 242102 -8
u 94071 -16
u 182058 -9
u 209455 -16
u 5747 -16
u 19074 6
u 196739 -13
u 227015 0
u 111457 10
u 112016 12
u 221139 -1
u 180353 -10
u 67391 2
u 54732 1
u 39120 -9
u 187281 -17
u 141497 -17
u 40311 -10
u 90812 18
u 86618 -5
u 10961 -3
u 7506 11
u 150199 15
u 75729 19
u 170286 8
u 213800 0
u 44503 0
u 189462 -2
u 17610 17
u 254895 -11
u 51426 7
u 75809 9
u 199242 -2
u 254336 -15
u 103744 -7
u 124470 -2
u 184503 0
u 60263 -8
u 104355 0
u 72071 -18
u 61594 -16
u 141779 -3
u 155737 -9
u 217992 6
u 51150 12
u 230079 -4
u 128633 -13
u 33357 -9
u 159866 -16
u 93642 -19
u 104359 13
u 116172 -15
u 87946 6
u 99277 9
u 50283 6
u 204799 -2
u 195077 -7
u 217976 -6
u 153533 6
u 262019 11
u 122425 15
u 45115 18
u 11555 -8
u 54647 6
u 104022 2
u 172887 11
u 104258 -15
u 235100 9
u 203351 -8
u 122362 18
u 243583 -10
u 103369 6
u 149452 -10
u 3043 -13
u 233027 -19
u 245524 -5
u 232872 -15
u 82224 17
u 106969 0
u 153706 12
u 23017 -10
u 157230 0
u 91366 0
u 57337 -15
u 202421 7
u 24065 8
u 244717 0
u 98233 0
u 186637 -4
u 172867 4
u 104195 3
u 250831 -8
u 184744 -9
u 57208 -15
u 207784 12
u 240562 15
u 13220 0
u 95934 -4
u 3692 3
u 137160 11
u 70828 4
u 127830 -11
u 26516 14
u 185428 12
u 65196 -5
u 108531 5
u 252399 -5
u 244316 6
u 168131 -13
u 204571 -2
u 250295 7
u 82429 -19
u 56495 7
u 105958 -10
u 69492 17
u 4156 1
u 142201 0
u 193723 5
u 95907 -2
u 119727 4
u 213159 14
u 68352 11
u 63334 -12
u 116271 15
u 89905 -11
u 83092 -8
u 241689 5
u 79429 -14
u 81741 8
u 96227 3
u 166363 -4
u 29411 -12
u 232371 14
u 215138 -9
u 77998 -8
u 227239 -15
u 38837 -14
u 232429 -4
u 83972 -6
u 71493 6
u 145256 3
u 251934 0
u 57963 -9
u 160841 1
u 254607 19
u 28795 4
u 95309 -11
u 205247 -9
u 19198 4
u 131672 -5
u 230964 -5
u 126210 -18
u 130214 -5
u 109829 12
u 183052 7
u 125920 -9
u 73764 -2
u 190966 0
u 184930 -6
u 9289 7
u 84589 -14
u 74077 7
u 96293 -17
u 245436 -2
u 175423 -2
u 212688 2
u 211731 -8
u 151901 -7
u 173250 19
u 31845 -5
u 180910 4
u 160324 18
u 11333 -6
u 124260 9
u 178811 0
u 111514 -19
u 171635 8
u 181156 -19
u 202774 5
u 121276 -2
u 17269 -9
u 260298 14
u 148575 2
u 46660 -10
u 149644 -8
u 153841 -9
u 236272 -12
u 60942 17
u 141170 8
u 181726 -11
u 56608 -15
u 59095 14
u 216690 16
u 234029 4
u 142556 -5
u 11231 4
u 164981 -18
u 126684 -12
u 159441 6
u 111095 -12
u 251850 -19
u 115352 14
u 54816 6
u 211441 9
u 99353 0
u 253824 3
u 162121 -12
u 122062 -2
u 28883 -5
u 11845 6
u 187109 -16
u 69122 -6
u 32461 9
u 141360 9
u 107006 18
u 238845 -5
u 255248 -5
u 60548 -12
u 6205 -18
u 243906 -3
u 140870 15
u 261522 -13
u 24217 -1
u 157515 -11
u 215388 5
u 224540 1
u 192437 -15
u 230300 14
u 227325 -3
u 154658 -8
u 99827 0
u 168901 -5
u 223414 15
u 140853 15
u 239296 -1
u 73036 -1
u 96058 -8
u 158870 -1
u 193855 -11
u 173377 2
u 223603 0
u 25309 3
u 167293 19
u 116651 0
u 102982 -18
u 204663 10
u 140526 -2
u 33598 -4
u 78727 6
u 69273 -11
u 34923 1
u 173902 0
u 214725 -9
u 251258 2
u 124871 4
u 31393 -6
u 36122 -11
u 240226 11
u 50169 -5
u 73747 3
u 103900 -17
u 93818 17
u 127689 0
u 84079 11
u 39725 3
u 153 -8
u 33519 6
u 205631 17
u 244684 9
u 132538 -3
u 95094 5
u 193741 0
u 220634 6
u 72489 -18
u 4414 2
u 161811 -3
u 162504 19
u 90597 -15
u 120902 6
u 234466 4
u 65885 15
u 235276 -4
u 146531 7
u 85506 0
u 111365 13
u 236483 11
u 119832 5
u 75532 -8
u 77761 2
u 86982 -7
u 32115 17
u 190490 9
u 242278 -17
u 222670 -4
u 193620 9
u 261664 19
u 167469 15
u 96767 -12
u 151416 7
u 180928 -19
u 138175 3
u 207096 19
u 61204 -16
u 74187 1
u 168507 4
u 221142 10
u 147819 2
u 133098 0
u 168432 -5
u 228991 -4
u 26474 14
u 97270 9
u 201165 9
u 245800 -6
u 114169 5
u 91074 18
u 57708 -14
u 248209 -1
u 56512 -10
u 257879 14
u 221423 13
u 163498 -3
u 104222 -14
u 235054 -18
u 128078 10
u 110420 3
u 168270 11
u 86352 -3
u 139585 -9
u 197728 18
u 234593 -15
u 243956 -15
u 62687 15
u 149071 -1
u 28131 2
u 82075 18
u 99541 17
u 94511 11
u 17882 -9
u 214275 2
u 7178 -10
u 38369 6
u 8098 0
u 20596 2
u 194730 13
u 139294 5
u 244985 -1
u 197339 -13
u 88985 -7
u 164728 -2
u 229074 17
u 104528 -9
u 230232 10
u 8093 17
u 4316 13
u 131931 -18
u 22777 5
u 186944 -15
u 32878 11
u 178560 14
u 163722 -11
u 132646 2
u 176818 -9
u 192091 -19
u 152108 -5
u 120775 -1
u 79335 14
u 185512 -12
u 162199 9
u 33394 5
u 153830 5
u 178010 6
u 73483 -4
u 207483 -3
u 48207 -1
u 71827 12
u 179611 11
u 96349 -5
u 10171 -15
u 97944 4
u 120972 13
u 19175 10
u 181880 11
u 247731 -7
