262144
178176 83968
q 19044 65677
q 9991 33881
q 133290 145890
q 117783 207602
q 58993 183950
q 115131 203590
q 83681 154036
q 10448 188552
q 29404 160288
q 34860 116092
q 49073 120611
q 23567 54252
q 8925 193405
q 1055 168441
q 154930 260849
q 17749 246717
q 220608 256708
q 51631 104354
q 127855 259233
q 186848 222137
q 75125 181040
q 72933 128295
q 54703 158806
q 83381 188210
q 118241 214992
q 42159 73459
q 65726 167315
q 127711 176241
q 34008 259131
q 177296 257837
q 161870 188939
q 13443 147403
q 65074 156434
q 22146 251758
q 62164 211752
q 208994 243204
q 24733 75146
q 53993 183540
q 129849 137375
q 82697 109607
q 151766 255617
q 156157 160788
q 21724 217493
q 74885 214481
q 55733 252181
q 210175 244673
q 151907 223618
q 46198 129933
q 26549 119547
q 68344 88713
q 15195 69155
q 69774 93889
q 90341 123768
q 15285 220191
q 124892 261143
q 40745 254616
q 14515 196902
q 153261 232008
q 218627 228146
q 12217 184346
q 132377 218184
q 107948 256890
q 93851 124679
q 120401 154147
q 222492 244227
q 51238 209115
q 16745 237688
q 65886 145127
q 140514 160413
q 23933 139513
q 23162 64679
q 37677 131986
q 23104 261581
q 7542 218065
q 191888 251251
q 207292 230282
q 62121 225028
q 53096 155973
q 87564 207244
q 14230 69647
q 167593 223345
q 120886 143137
q 3869 240091
q 118461 209023
q 164283 232957
q 187445 257975
q 35492 127818
q 34930 225122
q 150922 232665
q 140029 252995
q 162409 221134
q 85177 224530
q 138274 184019
q 9439 118359
q 83374 132590
q 79087 250968
q 93791 199973
q 71738 131961
q 78841 203843
q 105982 190200
q 49654 186031
q 31283 85147
q 51705 256406
q 120078 202628
q 110930 226927
q 80513 127193
q 69920 165690
q 89580 253939
q 41821 207940
q 1235 125195
q 78386 80322
q 114020 172178
q 18152 245981
q 221995 243917
q 62678 171973
q 65833 112333
q 95861 97117
q 147566 197480
q 55415 91380
q 56164 88050
q 166345 168564
q 183357 236265
q 10793 72111
q 113932 228061
q 218733 229297
q 34976 239128
q 47475 91004
q 65628 207154
q 74841 188927
q 25479 137520
q 91313 98757
q 194618 249853
q 185190 188430
q 17666 80041
q 168092 240606
q 73831 144807
q 74512 257188
q 118928 146623
q 5838 84846
q 224572 260555
q 51999 237539
q 99475 259548
q 66399 204559
q 141241 165103
q 131343 190582
q 16617 230100
q 4327 19751
q 162574 208182
q 189518 242615
q 167980 225849
q 37536 148564
q 50644 223076
q 32581 169572
q 38419 107556
q 105968 254419
q 847 44274
q 81364 260396
q 143749 147764
q 46708 202812
q 26861 72011
q 43479 237291
q 39967 257043
q 47807 202541
q 203081 237326
q 166787 183013
q 69434 143163
q 193807 204323
q 30366 236905
q 101236 137923
q 13180 93511
q 14028 243891
q 63112 137785
q 12281 19391
q 210876 215093
q 66100 237737
q 24960 41247
q 19073 64927
q 36147 66880
q 5325 239228
q 42063 188339
q 143872 185226
q 86052 257773
q 25996 116889
q 60813 218125
q 73993 163920
q 49493 145667
q 88022 187279
q 100304 208779
q 157512 206670
q 10627 53253
q 78213 133105
q 51875 152179
q 88022 143141
q 148467 219060
q 65107 261123
q 74663 208979
q 70292 184205
q 32887 38951
q 93700 96289
q 257077 260209
q 44426 167694
q 143733 255717
q 90369 231706
q 93877 176233
q 147130 247881
q 118843 186860
q 225344 238735
q 8878 106342
q 64613 227938
q 129720 254809
q 67328 226918
q 76556 148980
q 109443 137621
q 187931 233911
q 182865 203144
q 108694 231976
q 113565 227291
q 102267 196854
q 196144 203934
q 110943 189672
q 35659 81131
q 44332 46371
q 12251 55250
q 76865 150674
q 21045 143340
q 206585 247963
q 20997 210669
q 86146 134799
q 60587 130441
q 57914 71441
q 27746 243452
q 180136 208600
q 20260 141312
q 83103 143310
q 216405 254253
q 10631 35392
q 27769 57003
q 40021 79724
q 112253 230399
q 116886 133298
q 61327 111595
q 60120 119118
q 82325 253917
q 146267 212767
q 52361 204181
q 22065 33669
q 202201 231927
q 111096 242269
q 123435 222461
q 176722 194199
q 115545 204831
q 143315 212115
q 29695 261834
q 111944 183336
q 38078 260094
q 109546 245243
q 99406 102217
q 169666 181732
q 53789 93991
q 132355 146352
q 154421 257971
q 180021 227755
q 94478 160146
q 54795 76707
q 8763 21438
q 136983 231518
q 181489 213594
q 18155 213285
q 201491 211184
q 63085 209135
q 46184 239570
q 56537 76832
q 148401 226204
q 242393 258565
q 17850 128777
q 13677 126601
q 21054 44478
q 115532 241432
q 55995 204625
q 170328 226063
q 64759 139702
q 16209 100903
q 59047 119059
q 8088 229495
q 30436 58406
q 35833 217224
q 11617 76621
q 112665 225023
q 109087 237822
q 205272 255672
q 69729 237864
q 7205 258918
q 114208 248637
q 56689 112307
q 20491 42489
q 20609 107249
q 121513 160193
q 123458 219241
q 90810 240572
q 36835 227329
q 121246 182409
q 72668 197868
q 185334 194027
q 160747 169705
q 32277 103875
q 7997 163234
q 170439 173605
q 4772 25669
q 117079 156933
q 82359 199423
q 102968 137570
q 35620 44528
q 167987 224482
q 202910 254861
q 220047 258797
q 117899 239745
q 50270 140313
q 53624 72197
q 214371 235604
q 5737 241902
q 56102 142992
q 13735 229708
q 18507 51288
q 208221 255377
q 75592 135586
q 11013 145501
q 178561 190029
q 46633 140899
q 39351 95872
q 81666 92525
q 59268 259398
q 137568 210425
q 1905 109538
q 82998 209765
q 189524 216277
q 10236 88736
q 70373 102471
q 121662 239944
q 120979 233177
q 67739 256565
q 46626 213241
q 5434 225188
q 52068 141126
q 103943 236999
q 91419 185610
q 67381 88674
q 15662 244878
q 92272 226243
q 17568 173864
q 175271 233845
q 1863 101245
q 171619 244081
q 104335 221881
q 31137 225315
q 98877 192915
q 219736 239542
q 49974 225171
q 191100 202586
q 15096 44386
q 106516 165956
q 229996 233337
q 195191 212730
q 159290 249000
q 4424 42859
q 71011 218130
q 172257 238270
q 219994 220208
q 62186 81732
q 112869 179946
q 25357 110718
q 211746 245094
q 88116 261720
q 28559 208121
q 190677 223218
q 72945 94489
q 40798 67590
q 637 65682
q 52538 253528
q 34243 159928
q 56963 230939
q 33090 252374
q 141052 210224
q 222784 253299
q 10267 171102
q 35624 73509
q 19676 23112
q 18574 107793
q 22688 226696
q 136352 213365
q 187770 209298
q 45711 255361
q 111393 250096
q 241481 255998
q 153782 163932
q 13580 220896
q 3811 122578
q 1487 253987
q 214036 245142
q 224272 224303
q 35638 154100
q 173777 259928
q 16358 58750
q 19426 81438
q 155778 243054
q 32660 168681
q 78371 102933
q 90885 161898
q 155753 189765
q 70222 91553
q 47392 83803
q 50306 169970
q 42150 87614
q 39507 171458
q 25149 133586
q 1666 179250
q 169224 261594
q 90883 227974
q 15809 110309
q 47269 258864
q 3944 79929
q 106878 165401
q 65156 158300
q 85921 197763
q 5841 220910
q 6158 177475
q 89645 227782
q 176129 177259
q 7788 85443
q 32937 216767
q 218434 219029
q 126109 212187
q 40927 217884
q 91940 233694
q 139209 151236
q 155181 230414
q 133672 219138
q 115295 262059
q 197679 198829
q 157595 201216
q 116548 203521
q 31022 163753
q 77738 82186
q 89975 208282
q 162905 163182
q 120067 122913
q 72956 119195
q 74936 246177
q 75973 113883
q 2976 46486
q 14757 215182
q 158158 172176
q 148430 158074
q 25327 85115
q 93609 226544
q 34987 242710
q 80949 144320
q 66009 163136
q 12147 222059
q 123097 253111
q 113880 175053
q 32105 243164
q 186837 227197
q 38576 107041
q 41026 153528
q 41553 256209
q 168285 199712
q 54571 166241
q 95642 191569
q 139687 189252
q 120253 155970
q 224239 236919
q 2430 28105
q 137911 224489
q 40253 128879
q 85442 215306
q 66463 242760
q 167453 247411
q 31517 92309
q 72544 206030
q 245837 247583
q 66609 151979
q 185151 232851
q 18650 206551
q 84094 162277
q 56103 207902
q 169998 204348
q 30878 206778
q 168790 198103
q 169124 238356
q 35525 254567
q 16141 191519
q 58886 176787
q 90404 183595
q 6952 127481
q 162948 252790
q 112921 229558
q 35928 142625
q 87032 200265
q 54579 100398
q 337 171127
q 113332 156502
q 170336 187380
q 57967 106295
q 94027 227091
q 82508 129553
q 11883 219515
q 16257 145694
q 67145 188670
q 106662 195622
q 7466 194627
q 45404 186268
q 66750 237025
q 81333 175147
q 135912 153783
q 13401 62767
q 136249 169904
q 44441 176099
q 95141 234066
q 150737 189168
q 199014 233245
q 56577 156385
q 202272 245129
q 171655 172643
q 7274 17161
q 105134 201901
q 24628 29259
q 247305 261653
q 66495 96010
q 174656 249793
q 188058 202407
q 50416 76513
q 95818 226515
q 120954 190959
q 9548 198438
q 117984 135308
q 174561 242794
q 29549 225779
q 114689 202192
q 121964 135291
q 219353 240425
q 61721 243981
q 7540 46883
q 103550 243491
q 113378 156004
q 53642 91200
q 81919 141617
q 130155 177737
q 105988 251110
q 42283 106553
q 224537 260658
q 177591 241308
q 136955 207140
q 204944 251645
q 78091 147188
q 104398 111465
q 56372 173187
q 63913 86236
q 67584 220071
q 71306 167464
q 223588 258665
q 43363 124948
q 138138 255103
q 221101 244127
q 65511 244069
q 24266 242584
q 27904 201857
q 164860 221748
q 146854 164548
q 31899 154361
q 3683 242640
q 36868 136298
q 176871 222534
q 100782 134798
q 6103 27974
q 206105 251563
q 2624 68909
q 32783 140762
q 61869 253884
q 43794 122745
q 57251 147012
q 24235 85156
q 86726 245983
q 233580 250016
q 142234 148388
q 3336 128885
q 139634 145918
q 60645 165753
q 4392 100024
q 127999 195444
q 10495 139405
q 13119 117419
q 150202 208315
q 8041 153882
q 14484 141942
q 51836 199194
q 76071 161496
q 22207 248222
q 10080 59911
q 208300 219659
q 152314 222995
q 36089 75041
q 100486 240795
q 96735 200511
q 30035 245187
q 66367 255682
q 169441 183786
q 6658 115613
q 71844 160540
q 123654 213787
q 175025 175490
q 74377 150838
q 173045 251562
q 49329 60456
q 17972 183125
q 73296 257629
q 70526 240968
q 79310 109385
q 49177 206120
q 17677 32221
q 84044 236156
q 25759 143454
q 5686 32418
q 77531 259067
q 120577 192959
q 29175 105840
q 33924 180013
q 23342 180218
q 90915 240675
q 11896 72672
q 68157 258647
q 85193 237471
q 138684 194579
q 54637 187862
q 72315 138556
q 112568 220083
q 156359 245843
q 162046 256022
q 16117 252946
q 209077 239578
q 6609 111380
q 52773 145304
q 186622 232992
q 15393 168647
q 211523 241320
q 27290 208027
q 47334 112483
q 183354 186018
q 44919 237992
q 111736 183475
q 48163 69675
q 33900 204523
q 27778 53375
q 69492 104425
q 18581 81860
q 16426 129961
q 69200 88469
q 12948 13122
q 40048 181769
q 28342 251572
q 55632 160946
q 197455 208280
q 118666 168116
q 132154 213035
q 94514 243891
q 134366 142678
q 51423 168266
q 85058 104798
q 189484 196045
q 174291 214626
q 9200 190717
q 82443 97669
q 95565 259917
q 37822 110617
q 15191 138959
q 27250 176137
q 194592 224705
q 100565 122274
q 81227 254428
q 51456 175742
q 185823 236176
q 25455 56277
q 91946 141335
q 25848 130253
q 42401 68675
q 77875 240474
q 60774 233118
q 175545 230891
q 24019 156340
q 6569 171532
q 33820 162979
q 85526 95427
q 207800 258526
q 77609 195992
q 200085 247449
q 174117 253352
q 47486 171129
q 931 199572
q 67682 188821
q 26779 257497
q 5110 110083
q 73228 81057
q 65885 248774
q 49805 222226
q 10649 56375
q 131614 173628
q 90195 217140
q 6912 86577
q 162797 202905
q 100738 164187
q 155396 188211
q 12711 97196
q 202882 212284
q 98127 129560
q 17822 124907
q 124913 127905
q 130018 198142
q 195903 208963
q 184772 258768
q 155985 195422
q 25456 53000
q 106906 143196
q 113819 242597
q 143250 229773
q 54580 131817
q 242791 243988
q 25070 256700
q 77844 227952
q 175972 206840
q 95368 224662
q 38736 220282
q 90423 168754
q 37243 156280
q 78908 102514
q 33867 258499
q 12187 86868
q 21812 119093
q 2265 230064
q 197694 232913
q 25350 145515
q 67367 127359
q 5998 92438
q 83842 121916
q 58246 66612
q 153615 259814
q 29130 36406
q 111754 119554
q 5890 205161
q 45531 156797
q 84799 190665
q 41887 96986
q 15389 63699
q 216080 245454
q 65964 186849
q 181004 211479
q 212199 248371
q 76695 218197
q 78665 198611
q 39896 136912
q 3080 37566
q 28384 32210
q 73973 140138
q 16990 151765
q 46419 146029
q 62521 230828
q 104409 237085
q 65671 252475
q 19607 168108
q 234072 235785
q 154645 206457
q 156513 183408
q 140873 260103
q 112566 219539
q 152462 196571
q 94308 199651
q 122693 190029
q 1859 231862
q 688 121484
q 18849 146717
q 81371 167904
q 115402 142845
q 181073 185780
q 91745 133176
q 106818 200681
q 63673 144994
q 247081 261463
q 39363 140193
q 151930 245041
q 97588 179469
q 42249 191896
q 116977 232279
q 52445 86695
q 53133 234138
q 208180 252988
q 113940 199851
q 53109 72216
q 256785 257997
q 127818 234183
q 87598 172720
q 151271 234636
q 55571 233956
q 94935 136209
q 112005 119107
q 209593 246866
q 26971 36432
q 139346 153410
q 191792 259251
q 231245 240105
q 186142 244926
q 182633 222090
q 32162 37938
q 32580 235743
q 28016 207783
q 115614 160398
q 118360 132891
q 4742 173931
q 104703 140952
q 6723 216709
q 253589 260059
q 34348 164159
q 18417 41361
q 15524 187758
q 165720 233153
q 215936 246770
q 89718 206717
q 127656 136426
q 110025 238880
q 4752 160236
q 55664 58491
q 120366 174025
q 125108 191383
q 33943 85812
q 3916 92536
q 1832 250652
q 83981 152667
q 36180 102398
q 194029 223939
q 117923 165039
q 102549 127515
q 118831 217233
q 47122 255257
q 23858 82746
q 103139 242983
q 28611 158804
q 39331 148977
q 70685 230714
q 11942 156497
q 2513 15859
q 249034 253165
q 17691 70871
q 53872 143689
q 75574 173270
q 15667 29049
q 143182 240613
q 97301 131599
q 98272 178722
q 90414 181019
q 193553 202581
q 161858 231192
q 90214 201189
q 118026 160899
q 129968 169760
q 55253 172273
q 42143 145828
q 163295 163519
q 44840 113014
q 24141 217392
q 120415 233059
q 53190 98884
q 114098 184789
q 196185 212371
q 24456 101368
q 41805 131246
q 30960 218010
q 10854 46080
q 128880 232150
q 139767 206979
q 88 258848
q 49896 142532
q 42232 213192
q 43908 155246
q 258032 261300
q 116303 179387
q 232216 232578
q 84170 215188
q 149230 155224
q 34397 256592
q 165643 173686
q 36254 129553
q 47108 196604
q 166611 175633
q 120469 175988
q 44234 172693
q 94131 120557
q 53082 162789
q 45179 96990
q 41068 55892
q 96147 235280
q 66219 157372
q 110417 205714
q 98795 150390
q 184787 259647
q 93243 171190
q 88287 129498
q 22748 38599
q 176606 214233
q 90451 189360
q 72558 233594
q 1000 193116
q 54082 65582
q 93762 110762
q 149654 151073
q 151830 247220
q 47058 122791
q 51296 66362
q 157475 201686
q 154979 165157
q 124330 258401
q 64026 212618
q 102626 125755
q 40218 235366
q 54715 162582
q 127274 130669
q 131670 134033
q 58246 199616
q 152008 185753
q 48234 74682
q 39519 200064
q 59759 162310
q 111055 247123
q 142455 228672
q 50597 131686
q 35291 174928
q 99317 127943
q 125402 253699
q 98624 201943
q 31774 256659
q 162443 261207
q 121789 133097
q 31970 180035
q 70569 217723
q 69900 118803
q 30261 109419
q 56723 90021
q 9586 41703
q 201076 238259
q 184158 251674
q 107801 219449
q 164458 235745
q 27716 56623
q 227301 258566
q 126341 259075
q 125404 253082
q 112727 159375
q 191345 258502
q 30619 66927
q 100520 146924
q 177186 185730
q 209939 242453
q 5064 219526
q 22013 206140
q 195641 206171
q 41299 195671
q 97985 163477
q 14900 220100
q 125702 242201
q 216522 252044
q 207460 239133
q 115305 136364
q 58044 111663
q 65565 88664
q 178590 212490
q 102176 189184
q 127533 136980
q 82486 132597
q 94362 104499
q 27860 76594
q 10121 48527
q 69159 212004
q 84060 108107
q 169960 233810
q 64118 124338
q 41107 223710
q 69655 76871
q 127700 177472
q 188535 243038
q 104981 216364
q 143405 193385
q 58775 207158
q 18241 27500
q 112604 191373
q 5823 132000
q 140464 180527
q 15945 209624
q 124053 130387
q 31541 38203
q 95659 95719
q 57286 162542
q 136767 232198
q 52095 134158
q 60549 97754
q 32990 51975
q 165531 226375
q 110545 195380
q 23006 213622
q 138046 214379
q 7902 64083
q 204547 220203
q 188429 236148
q 56672 152028
q 98058 183569
q 94876 193777
q 17085 257418
q 153853 251064
q 123078 227472
q 63083 205949
q 183628 238939
q 87015 115059
q 48296 203170
q 197561 226177
q 73463 261919
q 63858 178412
q 81365 136471
q 6262 7651
q 110476 158290
q 64323 208534
q 79716 159200
q 96802 140168
q 129088 154474
q 119803 250655
q 194461 252167
q 173652 182887
q 35802 171256
q 112283 260667
q 84099 196085
q 76316 83874
q 7404 254728
q 88770 147732
q 129056 153994
q 96421 239532
q 50141 160745
q 129857 185923
q 57801 63947
q 212276 226660
q 193036 215172
q 69935 183060
q 147489 252823
q 56602 94568
q 26482 93092
q 110581 168885
q 27033 245202
q 34437 194455
q 80044 237786
q 104699 123208
q 219629 234038
q 22035 82088
q 5867 118230
q 151893 176031
q 69815 116409
q 708 126163
q 69437 196099
q 183769 216926
q 16193 186779
q 11384 213261
q 109285 180270
q 61698 136319
q 163328 256154
q 138971 170757
q 31821 74054
q 45949 243670
q 63615 251450
q 67984 107537
q 69483 219877
q 21424 139299
q 74142 147588
q 140007 143579
q 61632 81544
q 6179 98362
q 77826 109747
q 187112 219441
q 18996 27874
q 61287 191202
q 13007 232045
q 68030 87061
q 1722 49556
q 133010 253173
q 113172 200995
q 98566 182655
q 119991 158728
q 59810 232871
q 5436 199817
q 86980 114307
q 212670 261450
q 77132 93160
q 50457 60273
q 2100 88147
q 63388 69454
q 17206 82461
q 33289 85236
q 35012 169522
q 40389 134793
q 26042 247965
q 124608 241385
q 137969 168476
q 228286 244600
q 108697 250036
q 165960 223004
q 74872 165267
q 168033 173530
q 233804 242400
q 218490 244501
q 25801 59807
q 45745 77014
q 79035 108262
q 15641 162250
q 34899 114048
q 56030 140090
q 20720 35271
q 2555 189197
q 173241 247155
q 19795 155340
q 59157 235047
q 47776 242799
q 154186 224425
q 204681 215809
q 125847 172156
q 185655 187038
q 197957 232784
q 525 44075
q 49676 162775
q 59716 163724
q 115747 197675
q 41671 218396
q 44227 151019
q 62117 145449
q 29238 38646
q 2142 81912
q 62568 97804
q 49918 60085
q 3583 216755
q 2622 80458
q 175740 189661
q 3969 111553
q 4494 160301
q 155629 209978
q 167270 215346
q 102801 111559
q 68949 153230
q 59053 219969
q 197457 204503
q 19942 226696
q 101855 243150
q 78810 228838
q 16613 164424
q 119035 138895
q 20196 141517
q 195937 199493
q 69034 203463
q 45346 229336
q 200975 207957
q 113084 177170
q 26585 154177
q 215885 223127
q 12795 179816
q 115130 180953
q 200895 217299
q 79682 198305
q 40607 46377
q 14972 205031
q 62990 153867
q 61922 83187
q 33241 261416
q 16980 102276
q 62327 202735
q 69469 148549
q 1159 246639
q 155337 261633
q 11081 215375
q 116320 190898
q 35129 228171
q 43884 183326
q 123567 236025
q 14488 119488
q 134460 169944
q 219520 232934
q 19298 26184
q 53978 59426
q 18571 70958
q 161702 221306
q 133285 231171
q 107712 134444
q 107201 215667
q 27638 226748
q 60432 143958
q 26460 155502
q 179088 199387
q 152970 209786
q 60810 67131
q 167459 230754
q 124835 201592
q 201545 227776
q 144134 255524
q 25058 162705
q 64338 186761
q 121868 197624
q 155788 229580
q 69925 109312
q 74637 97563
q 73917 135070
q 229420 241522
q 158467 161530
q 109173 166663
q 49293 227474
q 176305 216752
q 115753 196084
q 79444 135486
q 81386 223578
q 106445 128866
q 124139 193205
q 31062 246007
q 128686 186851
q 198612 213444
q 25938 34019
q 34032 107937
q 13411 161009
q 60396 75213
q 171878 241876
q 169569 221172
q 83730 207206
q 141147 175781
q 199484 255225
q 14490 18726
q 143357 216659
q 78655 125171
q 74419 156233
q 62519 203106
q 13819 80941
q 114960 139574
q 39757 173607
q 200766 222897
q 35967 187018
q 96753 261162
q 15700 168588
q 55781 222907
q 231562 252319
q 101911 189659
q 116401 224643
q 179159 208386
q 71413 259759
q 72035 257815
q 58190 227647
q 12997 46444
q 72010 152572
q 111768 161405
q 64035 122159
q 50391 251053
q 49410 158126
q 85663 173826
q 141444 217998
q 134589 208174
q 110863 236500
q 73363 135690
q 81932 90758
q 88374 252522
q 153345 248193
q 118848 160409
q 44240 173406
q 116250 165293
q 63834 64554
q 127870 228019
q 16266 186713
q 82695 116780
q 65676 202443
q 21531 256522
q 81743 128968
q 192606 229705
q 103251 103325
q 3825 194083
q 185184 256348
q 20313 76385
q 180723 242398
q 24494 195234
q 91985 98383
q 140745 155820
q 106620 162937
q 21546 87507
q 122887 138326
q 170202 188563
q 78625 164581
q 160368 210094
q 31405 177656
q 90831 134730
q 18764 94657
q 66670 203948
q 86984 88861
q 18190 69115
q 5563 213424
q 93610 97549
q 49664 234356
q 212602 253369
q 12771 78833
q 37965 201720
q 151097 208168
q 128139 229722
q 76090 110605
q 127947 142011
q 218778 253746
q 10367 14598
q 51292 81268
q 140153 214315
q 168253 232506
q 173817 209269
q 40736 183787
q 9222 233451
q 447 12948
q 91781 183910
q 13218 221875
q 31358 164316
q 159497 167900
q 16361 131895
q 235588 259842
q 158373 227191
q 172971 216477
q 5625 237558
q 189730 254239
q 145779 160349
q 92904 160092
q 72022 81735
q 81244 133640
q 53043 146589
q 81692 236953
q 94911 238370
q 7584 196685
q 102441 259227
q 128978 167082
q 118803 140527
q 15032 126676
q 81010 105574
q 80989 188003
q 86636 180099
q 8576 232415
q 78305 168668
q 63175 150327
q 196816 250404
q 41303 231572
q 51120 81261
q 16113 57488
q 146031 212798
q 65073 143114
q 53095 232156
q 9949 171899
q 110539 136626
q 186931 216114
q 112791 217636
q 34959 42128
q 30747 43536
q 12400 109052
q 75576 212204
q 200465 259379
q 10248 228807
q 91510 241768
q 17784 257881
q 148998 163815
q 208536 214071
q 44786 261632
q 54735 184083
q 32479 171387
q 96175 191361
q 146854 248593
q 21409 208967
q 188983 239714
q 64945 201383
q 15006 86622
q 14815 83858
q 25064 215471
q 50521 195096
q 68306 116574
q 3429 190834
q 137226 232121
q 14764 217500
q 136715 139440
q 45959 69500
q 171920 260862
q 142134 158369
q 88957 145572
q 72411 179779
q 66528 244725
q 11651 153150
q 26466 259731
q 213059 237008
q 25386 51530
q 146011 168105
q 74701 93692
q 63670 171534
q 126891 211928
q 78435 86499
q 4188 147935
q 132459 176108
q 12449 146653
q 30082 72334
q 101407 252114
q 102493 167935
q 114145 234695
q 58942 232283
q 33807 140611
q 183198 192142
q 59193 67066
q 98104 152886
q 7494 141768
q 91552 216557
