262144
208896 53248
q 117163 154125
q 94647 216784
q 133458 191832
q 74908 238931
q 68257 174810
q 192091 192551
q 78238 223561
q 32771 67617
q 146210 159745
q 91760 250641
q 41034 53776
q 37852 256781
q 105549 157918
q 85563 240470
q 36053 239590
q 131572 260198
q 92702 153217
q 82906 86212
q 63000 226160
q 32274 157814
q 88221 237810
q 53905 224365
q 29839 49639
q 86676 195850
q 75173 189584
q 25466 230618
q 63319 128949
q 24723 225256
q 168869 203583
q 110287 146315
q 108341 239636
q 15744 130709
q 101956 201044
q 165060 213616
q 109286 164957
q 140624 197335
q 159557 197508
q 194529 247148
q 19062 189396
q 116837 180854
q 94235 206321
q 85312 223185
q 7496 48425
q 176365 247909
q 96052 252008
q 60537 229500
q 76281 204394
q 98066 143294
q 49538 178238
q 46211 81052
q 158825 243546
q 94189 221676
q 140959 154062
q 68212 79194
q 173124 260048
q 5216 185049
q 8218 204225
q 211722 228401
q 56643 214166
q 46507 125943
q 48075 186480
q 13864 252470
q 618 111931
q 133620 178856
q 161470 179832
q 58151 259908
q 161235 219441
q 40051 152341
q 111359 231536
q 22339 108263
q 31169 229440
q 27555 171522
q 39387 255957
q 96031 121100
q 207980 247044
q 142539 256055
q 156403 171381
q 171999 246381
q 6191 117858
q 88711 167661
q 35547 86476
q 196782 225813
q 43773 116011
q 155133 236834
q 82953 85403
q 52699 177472
q 114123 205028
q 153511 224222
q 83179 198842
q 144678 249542
q 68079 129938
q 138589 239460
q 24197 122827
q 30388 149316
q 238028 240686
q 14089 198050
q 62360 161719
q 106134 210872
q 15586 185562
q 100990 261267
q 6372 176596
q 120495 153689
q 115768 119480
q 11862 56179
q 198947 261405
q 4883 200857
q 77303 129200
q 153397 244344
q 131516 200131
q 178673 183786
q 107400 119693
q 169761 192763
q 19269 141491
q 13751 34855
q 12874 64909
q 71281 135846
q 27392 189470
q 46807 191777
q 143160 203640
q 79964 102986
q 41700 202901
q 69957 84847
q 67047 119003
q 56991 223355
q 144998 198563
q 43820 235664
q 2547 166283
q 21816 213581
q 45630 227332
q 56672 110540
q 192518 240206
q 167532 181821
q 111455 219911
q 100927 214340
q 52951 55182
q 180891 255853
q 3594 96883
q 63667 215886
q 24878 70642
q 7061 10734
q 169877 246398
q 50882 172425
q 2319 150538
q 194242 196169
q 229651 250914
q 44565 207714
q 181289 226387
q 113102 139056
q 65299 75698
q 128649 239984
q 120481 158731
q 122358 217364
q 162326 186025
q 171107 232968
q 181842 210904
q 118638 240030
q 28768 166096
q 28919 54491
q 31087 223161
q 250660 260739
q 33082 211932
q 131078 206309
q 57268 259470
q 7991 73025
q 122567 247975
q 201674 243049
q 61889 144563
q 44746 198270
q 107234 247915
q 15570 196676
q 26932 255601
q 53170 193029
q 22225 82090
q 53313 247520
q 43107 236036
q 51908 255040
q 6975 258218
q 4301 123974
q 53342 131965
q 77326 175910
q 16857 117797
q 216 156815
q 78747 92941
q 44962 64519
q 60533 200175
q 227108 261195
q 52222 53990
q 76216 157993
q 134313 143369
q 129529 177420
q 117262 181438
q 124237 170317
q 32147 177512
q 128538 230855
q 164113 205864
q 19766 144621
q 39292 222722
q 19983 39325
q 64945 132234
q 70266 103844
q 102896 125479
q 35230 179470
q 155118 193223
q 27287 255686
q 74449 123072
q 191711 204708
q 42367 112881
q 53805 219879
q 145029 182343
q 46998 188591
q 71068 126064
q 66764 86642
q 86747 110361
q 125967 242595
q 151693 229812
q 15028 50718
q 70564 85949
q 194498 225682
q 17028 188041
q 91478 252970
q 48969 195535
q 21046 91336
q 46272 74851
q 49072 191302
q 237663 257194
q 121115 238300
q 42921 46588
q 156949 207757
q 71581 129669
q 19218 137401
q 39250 188119
q 34247 109814
q 11924 228746
q 28953 73353
q 64179 154643
q 120431 203613
q 141477 259715
q 32805 43844
q 81878 216328
q 211379 235146
q 57398 211302
q 70350 103986
q 15964 254224
q 121749 260935
q 87546 136192
q 126796 140967
q 62168 175215
q 74092 236610
q 47820 141817
q 34316 103045
q 112000 223477
q 109571 237929
q 8591 102811
q 56996 153415
q 90470 126417
q 6232 147868
q 75576 76583
q 67656 251855
q 92547 250646
q 180094 189405
q 68229 124695
q 44747 186863
q 19214 243444
q 123117 260956
q 67034 101857
q 157434 179034
q 63191 133220
q 26461 166002
q 141812 179877
q 222999 232283
q 44150 229231
q 118007 119727
q 43670 107718
q 136218 187383
q 96221 114645
q 54169 220916
q 98916 182875
q 145636 164175
q 118130 144448
q 25149 185164
q 182584 246306
q 47354 102055
q 53660 128516
q 195473 213356
q 46250 174212
q 90400 165612
q 21476 141299
q 184970 210128
q 129195 135367
q 59044 225416
q 113214 250013
q 170744 184189
q 67682 212130
q 68117 72776
q 97925 212130
q 196293 253282
q 18365 93193
q 72026 243647
q 194860 221710
q 5356 5816
q 106928 170968
q 96217 248228
q 44201 192445
q 59496 171054
q 179569 230099
q 22768 167438
q 81170 206958
q 31156 76039
q 12496 148815
q 99273 224627
q 90411 246740
q 2962 158777
q 140280 183605
q 74988 143171
q 72996 80344
q 148988 179925
q 245205 251313
q 166010 181614
q 27262 74921
q 206831 241110
q 1735 42876
q 112126 124046
q 188165 208694
q 155203 221191
q 74836 254477
q 59433 183674
q 80307 82744
q 4206 62395
q 137384 220588
q 31440 147377
q 34221 217728
q 206898 211366
q 17283 115232
q 44546 126368
q 105335 190153
q 233030 251377
q 101360 107071
q 53621 94933
q 27381 250136
q 12668 102218
q 196343 242469
q 63070 161651
q 14507 224046
q 67276 235095
q 99286 214654
q 4392 54871
q 215758 248876
q 4015 261770
q 68846 125995
q 48561 259000
q 37795 231330
q 76258 229886
q 62675 139155
q 129879 166537
q 50668 142548
q 6612 30994
q 76747 168263
q 91255 94065
q 130166 161341
q 64206 229453
q 68598 113852
q 22180 100584
q 21807 22213
q 91060 104600
q 147802 153162
q 87916 116989
q 55659 190957
q 67969 193247
q 60983 118335
q 169004 234507
q 203531 241119
q 18135 199998
q 31919 147239
q 15261 109391
q 173597 193261
q 44969 244714
q 4751 242196
q 2265 145554
q 26558 250154
q 93326 174360
q 141172 181243
q 29206 69986
q 222453 236902
q 93093 137956
q 21293 110319
q 224825 262097
q 89294 199952
q 236534 242960
q 90208 231871
q 162989 251795
q 1661 234365
q 207959 243858
q 91369 239117
q 3531 246124
q 77306 79380
q 177892 220553
q 207099 258549
q 28395 233307
q 166351 167408
q 64257 188702
q 14527 64211
q 103822 151383
q 2019 132200
q 78212 233891
q 67863 222408
q 134737 224069
q 40085 80552
q 17058 205784
q 171921 189764
q 20590 251302
q 4926 198483
q 1331 209711
q 143438 238107
q 48703 234639
q 36753 142315
q 156842 237405
q 100964 126644
q 102984 260664
q 76732 258844
q 74731 219109
q 144596 209468
q 181034 184682
q 27877 124675
q 199799 201741
q 52295 222332
q 57221 188957
q 136525 158671
q 39966 58553
q 31048 112488
q 88670 254804
q 63931 67801
q 149502 168765
q 148023 190576
q 9606 187277
q 84338 224756
q 107209 144242
q 31663 63133
q 29747 59540
q 187808 231488
q 240103 259339
q 186152 191676
q 35181 88204
q 60534 93734
q 128170 173022
q 124782 216840
q 165683 192584
q 18628 53041
q 99206 209205
q 108812 201065
q 134338 163677
q 16437 193150
q 8742 224813
q 38489 79570
q 5235 22210
q 7834 19405
q 199510 245339
q 18376 205558
q 3948 25570
q 112110 153741
q 176971 236892
q 80510 108438
q 127066 167332
q 4395 133552
q 72473 74127
q 113207 208466
q 44213 236151
q 224903 244893
q 6883 42330
q 21239 29093
q 29073 47565
q 30760 48499
q 228584 254057
q 49137 254155
q 161247 258006
q 145752 172833
q 135996 254191
q 41185 253344
q 119113 124752
q 45580 193241
q 158787 197226
q 139563 171233
q 102323 203001
q 153983 209885
q 144653 175222
q 192219 238979
q 25334 204296
q 170737 222979
q 9973 17247
q 13110 162748
q 46357 171220
q 45072 185943
q 38404 177143
q 86258 157518
q 39752 131838
q 88615 236978
q 28482 228179
q 146068 231483
q 37907 68358
q 179225 213011
q 156060 213130
q 143086 155282
q 103922 181394
q 63875 198642
q 113895 226624
q 22972 211752
q 10838 135552
q 49242 68044
q 50552 154302
q 90304 206761
q 23997 33232
q 52479 65139
q 211207 261411
q 21819 67625
q 201045 249115
q 18493 200101
q 94961 161580
q 14211 93240
q 3358 157115
q 117254 212854
q 121596 162463
q 132434 140226
q 35871 208271
q 86423 181677
q 100430 126294
q 124427 176728
q 159526 241868
q 158794 176907
q 190932 198727
q 177903 226420
q 137628 244914
q 115860 232589
q 144350 209100
q 147708 246801
q 104072 197512
q 2819 225669
q 97831 143045
q 95959 133702
q 15493 89172
q 189602 220126
q 134710 141787
q 39170 51886
q 114435 228793
q 43223 197965
q 162241 165376
q 40861 221127
q 74844 145011
q 11306 27217
q 21800 258108
q 125873 174926
q 177745 193476
q 29163 89399
q 58647 185358
q 147819 162866
q 120848 200851
q 75277 80495
q 127164 255559
q 107850 119665
q 55486 93813
q 151073 259190
q 110056 217728
q 37907 100596
q 49214 184900
q 127813 206701
q 40596 45178
q 70431 238655
q 159830 218342
q 5675 14845
q 83045 168541
q 21753 162664
q 27246 237942
q 20661 102248
q 102962 221914
q 128512 196776
q 15257 17441
q 193822 232985
q 127498 231730
q 50255 71437
q 18800 199251
q 63979 256957
q 65245 239848
q 40491 196046
q 46166 225075
q 45977 210891
q 111412 214708
q 67731 241954
q 87210 169979
q 472 190173
q 128984 129750
q 124805 145007
q 56484 146426
q 11780 115849
q 26070 187287
q 44871 62036
q 56849 124395
q 102099 108851
q 122095 149342
q 36001 85027
q 195509 246893
q 131004 148073
q 96161 198735
q 127884 183372
q 106571 128356
q 111401 236322
q 236207 257340
q 119186 141622
q 30547 235036
q 56618 153403
q 160179 215439
q 22430 101490
q 10145 210342
q 124529 132240
q 97540 160531
q 30906 217267
q 86128 145280
q 178979 241441
q 22720 44720
q 129292 162670
q 11927 173076
q 103470 168273
q 222656 248135
q 16538 47751
q 195548 201155
q 73157 93584
q 154451 174648
q 116014 164596
q 122846 240544
q 34693 220387
q 138932 251961
q 22068 251293
q 75946 168129
q 1366 98666
q 164036 212849
q 123782 227958
q 69285 175964
q 29911 161955
q 29798 77663
q 178494 225347
q 16674 251652
q 56787 171125
q 164156 172802
q 24858 73578
q 108272 151203
q 27991 245245
q 98089 234394
q 50060 174036
q 51427 140380
q 10558 91085
q 215463 238517
q 129284 214867
q 45658 244778
q 29096 75457
q 60297 207590
q 38660 76972
q 95448 197099
q 99111 248098
q 6106 59532
q 123970 157310
q 107072 167805
q 3751 185301
q 79322 235362
q 177787 219703
q 24645 188345
q 48644 240109
q 1367 164719
q 107249 210378
q 136346 246146
q 23691 44300
q 62352 81793
q 16748 121273
q 107227 157800
q 115859 163907
q 166760 239830
q 59073 72421
q 84758 244375
q 76172 164081
q 217594 253959
q 121640 242239
q 170284 180161
q 82737 220204
q 65310 171652
q 30971 155655
q 54663 201656
q 21305 199955
q 59084 117015
q 12672 38054
q 153914 166312
q 70928 176579
q 131600 235653
q 143349 216358
q 217885 219522
q 118296 173335
q 211338 239936
q 129355 153430
q 111491 148077
q 57585 212093
q 176801 243064
q 116314 213241
q 35584 151053
q 137620 152599
q 175674 210137
q 114306 165272
q 67444 79707
q 185234 199045
q 53217 66440
q 8959 153259
q 9411 23819
q 182295 235157
q 73582 249348
q 102369 135281
q 52318 185073
q 99731 192867
q 33239 143964
q 68823 216046
q 32873 91522
q 221423 243011
q 5053 124551
q 72497 95173
q 18264 204259
q 9398 257477
q 84705 162658
q 4292 108524
q 172070 186587
q 81537 159274
q 183907 260169
q 32412 183099
q 225279 236226
q 7321 20686
q 107099 236733
q 76144 139973
q 35423 66111
q 71164 120840
q 159975 216014
q 102090 143662
q 153061 234278
q 56839 97423
q 53576 101715
q 165363 225646
q 26159 246901
q 24185 122777
q 155189 168665
q 142747 207284
q 118325 227971
q 150068 225424
q 202560 226213
q 6528 103253
q 224094 261637
q 77693 159468
q 177964 221356
q 150099 261558
q 96838 112274
q 165850 206938
q 110158 198554
q 129353 224713
q 94916 252130
q 1438 248899
q 145176 194039
q 1357 144185
q 32110 159867
q 100284 226782
q 67892 258323
q 106813 257816
q 29842 184506
q 155141 207807
q 143719 154556
q 95762 255993
q 40557 251394
q 159699 187804
q 26909 150716
q 150374 245633
q 16896 137129
q 162072 247071
q 69025 129112
q 163430 228893
q 128068 161222
q 67033 157402
q 173847 195961
q 153075 225803
q 46072 96210
q 171467 239929
q 5086 200628
q 189879 233778
q 45644 131334
q 115540 196360
q 3770 158244
q 175140 179849
q 140900 164777
q 75069 209926
q 31746 238499
q 176675 192968
q 104424 243709
q 38241 88226
q 155412 241302
q 1901 251622
q 25230 173368
q 225859 229407
q 178454 201042
q 153595 224098
q 6991 70233
q 158315 228478
q 10762 76021
q 141474 151662
q 216543 240798
q 10400 99444
q 13976 192898
q 35179 203369
q 29452 257685
q 73420 150954
q 8610 75321
q 33841 140432
q 107696 248689
q 165000 259700
q 46595 151151
q 116829 126955
q 23127 158143
q 83163 168905
q 99148 224637
q 58424 77803
q 157869 179037
q 88204 109792
q 29430 171845
q 144971 167387
q 58882 218391
q 56197 67493
q 31568 196629
q 18114 101334
q 42182 98891
q 88777 183115
q 47926 250042
q 146042 205607
q 26626 71053
q 52803 170202
q 111227 251263
q 168157 248006
q 6952 74066
q 15805 178798
q 103497 160776
q 84041 162379
q 117023 140238
q 148592 229873
q 69063 74724
q 116907 166706
q 87678 167954
q 155853 205684
q 135604 149147
q 39751 206658
q 92554 175774
q 114717 164894
q 100579 203782
q 70907 210735
q 86712 174646
q 15999 127389
q 211431 247489
q 102369 178379
q 89526 146108
q 164250 250961
q 155524 215171
q 19013 120982
q 224698 243202
q 14691 116663
q 54442 111702
q 25333 61178
q 146997 175895
q 88636 190227
q 14331 261134
q 37227 188977
q 85703 164617
q 71048 204977
q 113904 121213
q 173417 203431
q 5177 162235
q 105538 220349
q 55616 124552
q 36674 79188
q 87106 93879
q 153338 198809
q 148322 214516
q 33176 224142
q 128268 152225
q 121812 142599
q 151216 159039
q 69433 236919
q 12267 61512
q 45824 175417
q 133480 219241
q 116704 138658
q 119333 222242
q 96864 174949
q 84650 176052
q 171757 211624
q 7788 102818
q 108423 156110
q 55191 70422
q 183459 189287
q 48955 222647
q 63915 111720
q 133348 207994
q 7363 86496
q 132320 145615
q 16952 182781
q 37342 89418
q 155610 208751
q 252475 259585
q 82092 121557
q 71037 166383
q 174171 253849
q 100129 173856
q 68138 229047
q 170551 257425
q 131055 150363
q 44237 214278
q 242775 252232
q 67128 85483
q 231099 259595
q 180233 199448
q 26723 248051
q 141518 217576
q 215017 235475
q 94888 131849
q 34965 36089
q 26671 165926
q 77638 210260
q 16255 126800
q 35208 44542
q 11537 194905
q 55774 166263
q 146895 147039
q 45862 232522
q 43314 214023
q 151328 201477
q 187385 223548
q 178052 178980
q 66759 151383
q 131853 198608
q 166819 246272
q 150055 234697
q 182814 193491
q 58148 227693
q 10091 199070
q 93356 210608
q 204997 259620
q 4238 89892
q 50101 144371
q 60271 96251
q 93416 261749
q 54820 247579
q 163488 186990
q 233800 253749
q 52727 103510
q 36856 190214
q 8185 162768
q 186911 201676
q 83439 152461
q 20365 259824
q 91037 162553
q 105406 230974
q 88513 235212
q 195299 232884
q 23170 255570
q 66991 116586
q 52427 255175
q 171406 180021
q 143063 215915
q 6499 171627
q 99697 246573
q 43356 254759
q 322 230267
q 83761 194291
q 120585 191972
q 20994 104127
q 20865 72957
q 109378 126401
q 46026 59556
q 69196 80119
q 52983 147111
q 46015 185783
q 95046 199538
q 153310 226037
q 135520 238109
q 159810 222538
q 203166 235218
q 215154 235541
q 147302 171289
q 29730 57158
q 77130 161286
q 50725 97996
q 177126 234243
q 18126 207375
q 25350 236683
q 27522 87323
q 10962 172461
q 73538 109856
q 37431 106008
q 1022 81973
q 160832 172952
q 42368 146027
q 101855 257522
q 11000 119424
q 142681 176583
q 40731 219811
q 75725 91457
q 47825 55664
q 895 6439
q 65951 243123
q 26246 153274
q 8501 198707
q 82039 164236
q 8101 46420
q 47443 119471
q 30279 90074
q 132443 208276
q 47987 176306
q 33586 127822
q 8359 58988
q 99719 210170
q 23751 228171
q 21691 191177
q 71576 197617
q 22587 137528
q 48833 178596
q 28658 187098
q 192895 247540
q 6994 31816
q 126465 200996
q 28927 79259
q 25391 156745
q 70908 161371
q 27049 73379
q 104494 132367
q 35409 52520
q 1436 232087
q 76272 161120
q 23128 147849
q 45715 96593
q 13045 23233
q 51892 94548
q 79944 200144
q 207138 244787
q 111761 183640
q 71460 191021
q 212568 228205
q 111795 216413
q 27648 36969
q 138845 141464
q 160015 174254
q 129958 193985
q 8113 175691
q 28935 198819
q 125528 155962
q 179196 244534
q 76938 138574
q 76574 231088
q 156883 213731
q 6501 21569
q 93029 135228
q 85653 197523
q 59090 151793
q 96060 197448
q 74150 179441
q 77313 237524
q 169366 248405
q 161952 207272
q 177479 236207
q 71298 98628
q 81018 99592
q 238167 250494
q 157957 219439
q 52597 52697
q 74166 171027
q 44111 59198
q 167195 256722
q 129764 226286
q 65069 146371
q 60202 63669
q 35583 139219
q 125481 140982
q 86111 204949
q 25290 120285
q 60175 123918
q 159767 191583
q 179934 204936
q 100750 135790
q 137229 188388
q 46113 153447
q 411 212646
q 90224 167607
q 207224 219989
q 91451 131749
q 22915 191952
q 155120 162135
q 33959 227535
q 25472 170340
q 50762 120071
q 28481 180246
q 174680 220065
q 77870 117473
q 137856 213660
q 12942 218223
q 109527 139905
q 59055 140316
q 60029 149280
q 5109 45779
q 107125 177529
q 96561 130040
