65536
136192 125952
q 20411 32154
q 23208 54774
q 56400 61711
q 12875 56089
q 45177 65040
q 55433 60258
q 38702 49252
q 33635 65299
q 39126 61573
q 44571 53251
q 20972 64766
q 21448 51394
q 15991 32097
q 16958 51747
q 16594 50922
q 12633 17540
q 1872 37005
q 27870 40748
q 53624 63583
q 18423 63087
q 8320 33266
q 6432 57810
q 57572 57574
q 40068 53610
q 27784 31164
q 30394 32645
q 48756 54093
q 16253 64747
q 20655 33211
q 6041 50959
q 49805 63593
q 21275 23581
q 64330 65465
q 49145 63513
q 2033 52419
q 20149 61065
q 10353 53340
q 2390 26581
q 1113 45378
q 11007 56001
q 23111 28897
q 12118 41402
q 11669 57655
q 11330 32324
q 25331 62289
q 9600 38366
q 60346 61948
q 30875 60276
q 14484 60742
q 47625 58254
q 16517 53784
q 2238 26871
q 28820 41588
q 21430 29262
q 19728 29934
q 32438 58832
q 8304 42839
q 5414 54508
q 424 16745
q 21296 25755
q 13498 59663
q 8309 35355
q 695 56075
q 3050 51281
q 15180 61305
q 31698 33371
q 35610 49553
q 25605 58570
q 22297 64430
q 28829 47036
q 13938 42025
q 19328 22125
q 22243 27540
q 8301 22667
q 29598 44285
q 48422 57784
q 18242 23725
q 558 14264
q 3608 18937
q 9 34118
q 33381 64913
q 280 48930
q 3455 58850
q 2350 9000
q 15611 56036
q 31180 57637
q 4439 53305
q 11429 26682
q 15309 19730
q 49349 59594
q 32236 49328
q 7518 51843
q 50479 52401
q 3880 21782
q 21792 56009
q 37999 55387
q 38279 55173
q 38782 58629
q 31594 47782
q 47205 60980
q 26624 38283
q 39306 42722
q 14393 50736
q 3869 29703
q 4931 53219
q 23762 54260
q 10069 19919
q 4863 61778
q 18024 62470
q 8743 52944
q 39816 46743
q 29454 42795
q 16041 19486
q 22547 51080
q 17991 63824
q 32750 36571
q 6521 44616
q 13758 59010
q 17627 57258
q 23177 62189
q 5311 46939
q 25231 50914
q 47156 57009
q 30094 53943
q 38838 65181
q 39462 41351
q 18611 20045
q 3381 39531
q 25929 34653
q 25076 32941
q 43920 57826
q 3977 23001
q 17736 64348
q 16475 56070
q 35364 39652
q 40675 52724
q 21056 38102
q 370 12529
q 19723 30464
q 936 19368
q 3766 42288
q 23811 58831
q 60899 62212
q 30017 63343
q 22605 22883
q 990 62959
q 1400 15174
q 13986 23991
q 19136 40467
q 4521 54500
q 14583 57245
q 29640 35640
q 29811 30010
q 48169 49534
q 49106 60474
q 3367 64241
q 25859 62199
q 21222 22516
q 20323 58876
q 15945 51240
q 43207 48663
q 16936 58381
q 40928 50063
q 3664 6832
q 11353 15859
q 30443 58165
q 3063 22269
q 547 32874
q 48716 52280
q 16873 47219
q 20241 32287
q 45924 58146
q 2905 16904
q 10245 13833
q 23229 65073
q 900 26191
q 43127 48200
q 32728 59282
q 579 18520
q 34379 36393
q 11932 29023
q 14995 64823
q 51293 65370
q 38037 47870
q 48551 64744
q 15303 19721
q 109 19449
q 7913 36354
q 3015 21746
q 26244 46599
q 7254 21284
q 3948 27145
q 20892 50382
q 3366 36677
q 7534 21471
q 33404 37746
q 36557 37034
q 22315 48400
q 30734 36869
q 19884 60352
q 14537 29943
q 35188 49392
q 14647 43101
q 17662 20211
q 1275 64848
q 20596 43907
q 5517 8530
q 24545 58912
q 26410 61223
q 47881 62279
q 3222 34490
q 15750 39780
q 5988 64150
q 42857 62095
q 29349 56911
q 59292 62742
q 5913 32394
q 20561 43149
q 9960 63361
q 9272 38223
q 16595 64636
q 7630 29869
q 22113 54415
q 1007 48523
q 50102 63287
q 30869 53325
q 32241 46619
q 27569 38230
q 24128 45234
q 9047 15552
q 12758 15504
q 2804 21417
q 45153 45954
q 41978 55113
q 14666 43780
q 42880 64386
q 28720 31262
q 50511 53375
q 17599 51519
q 2166 36362
q 1696 49270
q 15976 55492
q 17525 48315
q 28013 54206
q 4222 41653
q 37061 57157
q 16981 39866
q 13039 62134
q 20285 55018
q 51712 64065
q 4149 50563
q 35411 41410
q 13747 26386
q 23251 31347
q 12369 59614
q 33514 61640
q 23470 61310
q 12080 44089
q 751 40995
q 6567 17113
q 4974 43629
q 8735 21956
q 17960 21775
q 18555 38245
q 4731 11257
q 15407 36774
q 12648 55295
q 3506 50818
q 8534 39034
q 34853 51404
q 2612 2831
q 47508 63922
q 26302 59589
q 1761 42476
q 49044 60341
q 18875 65316
q 27137 27610
q 21736 45097
q 40291 49385
q 17807 60643
q 45023 54581
q 10514 34782
q 1694 61333
q 38289 40729
q 4331 7606
q 6943 26598
q 8571 10438
q 5330 36741
q 2625 47806
q 38503 62966
q 31314 57378
q 58452 62746
q 18947 19452
q 3302 38013
q 55820 59239
q 38727 63945
q 8924 44866
q 7973 46561
q 4721 46263
q 9052 21755
q 48353 53870
q 15996 64309
q 21326 56924
q 35514 59549
q 3596 8481
q 34911 56980
q 323 54191
q 19776 27827
q 305 7602
q 1306 23079
q 21489 56126
q 35456 40033
q 30413 48007
q 16482 35135
q 28734 38237
q 17068 44187
q 21055 60183
q 12444 15841
q 15974 51355
q 6458 19571
q 59837 63438
q 54482 60161
q 16773 52093
q 14401 59696
q 17078 37481
q 7668 61003
q 35500 58970
q 23848 43125
q 17971 59607
q 46706 58983
q 32309 37634
q 53364 63775
q 14080 32282
q 272 48256
q 6730 65436
q 2291 59737
q 4633 56774
q 54363 56727
q 3228 8011
q 25090 50888
q 40710 46355
q 32759 34144
q 10349 16320
q 34291 57992
q 4421 51439
q 15462 36730
q 13701 23538
q 24559 55821
q 24832 27782
q 27682 38542
q 31563 40834
q 21884 36197
q 10712 32072
q 27388 40084
q 12740 13940
q 54651 65175
q 32398 59096
q 9880 23259
q 15716 42748
q 44172 47169
q 1620 59634
q 18364 25158
q 7800 42923
q 15443 35582
q 2220 53985
q 33783 63265
q 19614 29283
q 4445 61355
q 30326 31833
q 35904 44267
q 35543 44574
q 33382 38135
q 2406 56642
q 45154 48015
q 6822 26652
q 8442 26787
q 20750 45151
q 28551 33600
q 22539 49044
q 24759 64133
q 37494 61863
q 1241 58543
q 15941 62988
q 46268 62597
q 29286 32966
q 8325 24999
q 2973 58382
q 5379 46460
q 28940 49488
q 50533 56310
q 11785 55592
q 10807 64752
q 32817 56936
q 13940 39358
q 16326 37956
q 38699 53820
q 31707 34283
q 50225 55062
q 29160 52123
q 30957 58446
q 19554 55957
q 1236 22527
q 47696 48803
q 27907 32755
q 11100 12905
q 1157 23530
q 22747 24690
q 11964 16091
q 51323 55564
q 6354 30031
q 3195 23743
q 58027 60174
q 34902 49700
q 42716 64063
q 8138 36288
q 55843 56973
q 58210 64096
q 12834 47363
q 40370 40742
q 14583 51471
q 38114 53647
q 12801 52628
q 60861 64593
q 28892 50889
q 50380 58924
q 8587 57244
q 51883 62119
q 1079 31486
q 36048 43795
q 6801 30013
q 21451 51934
q 50494 62644
q 9943 14125
q 32322 54496
q 46906 50685
q 38796 40431
q 19484 27524
q 14809 51598
q 14954 26582
q 163 11426
q 8342 57407
q 4926 20014
q 21093 43754
q 14267 36412
q 889 64889
q 21068 51287
q 18176 22341
q 36246 36466
q 3033 28119
q 13269 25427
q 322 49939
q 3887 52065
q 27847 38127
q 18697 54429
q 18860 53082
q 320 61425
q 10731 20335
q 815 54486
q 37228 41428
q 3217 40782
q 24285 38118
q 26534 60459
q 42462 62780
q 5046 31390
q 277 56817
q 18315 50217
q 4845 57140
q 19451 54104
q 7266 42973
q 8345 30519
q 8666 26126
q 26408 36858
q 27224 29001
q 4894 25808
q 29026 64452
q 37035 45676
q 6674 53312
q 30238 31958
q 3919 63349
q 4196 35285
q 53601 54630
u 46234 15
u 42983 -19
u 35883 10
u 8496 -19
u 10839 -9
u 27276 9
u 46164 13
u 7970 11
u 53417 2
u 31198 -4
u 24772 3
u 56875 13
u 41792 13
u 24760 8
u 43783 -12
u 34867 -5
u 5736 -12
u 24632 5
u 62563 0
u 42486 -15
u 50291 -17
u 55564 -1
u 58727 18
u 16441 8
u 34994 9
u 5989 16
u 19977 18
u 49242 17
u 52018 -14
u 42222 -1
u 21293 -12
u 54746 -3
u 23867 -11
u 3113 -7
u 46972 7
u 28761 0
u 49827 -8
u 62647 6
u 16788 -11
u 24092 11
u 61194 -1
u 46014 -10
u 27411 -1
u 11868 -11
u 38189 13
u 44158 16
u 108 0
u 20976 -5
u 47212 -5
u 44871 -2
u 4154 -15
u 60377 12
u 26886 15
u 31465 6
u 5507 13
u 29921 -19
u 20103 -13
u 16800 9
u 40121 -2
u 61408 -12
u 17224 4
u 6721 -9
u 7864 -3
u 41308 13
u 51787 -7
u 18191 14
u 28740 -12
u 44388 13
u 4986 -13
u 33765 -13
u 339 18
u 11658 -7
u 8550 -2
u 2421 9
u 57128 18
u 61446 -14
u 38326 -18
u 26148 8
u 30329 -18
u 35732 -9
u 22565 12
u 6987 11
u 1421 11
u 41396 -16
u 61694 -14
u 16900 17
u 7776 -2
u 16940 -10
u 57017 -8
u 64998 9
u 17657 17
u 57425 14
u 63540 -8
u 36638 -2
u 19959 -15
u 44915 5
u 60759 11
u 28294 17
u 37743 -17
u 3051 0
u 13780 -7
u 30399 -6
u 48510 8
u 37883 4
u 1166 2
u 23065 -8
u 32718 -10
u 9271 -1
u 32993 8
u 59057 12
u 52744 3
u 29942 9
u 24803 15
u 44612 18
u 62391 9
u 30912 -13
u 2080 17
u 32191 10
u 43116 -17
u 25047 7
u 41884 9
u 63107 -14
u 63068 -15
u 39790 -1
u 52751 0
u 17943 4
u 6212 9
u 22391 -1
u 40586 -19
u 28026 2
u 49132 15
u 48077 11
u 54714 -11
u 36267 0
u 19272 17
u 11042 17
u 43892 -14
u 4688 5
u 15455 7
u 6413 -18
u 12255 -5
u 42631 -8
u 6706 19
u 49483 8
u 955 -12
u 19199 10
u 5376 -18
u 35765 16
u 16474 -16
u 26850 1
u 2276 3
u 31368 8
u 46505 2
u 22056 17
u 15001 -2
u 64632 -3
u 52827 5
u 45725 16
u 41215 -1
u 41290 5
u 41647 16
u 26723 8
u 62231 18
u 41579 -11
u 3449 -18
u 48917 -16
u 40786 -10
u 51893 -6
u 50808 -14
u 18181 -19
u 36884 -9
u 27531 -5
u 59006 -15
u 18173 1
u 37394 16
u 11320 -11
u 54418 3
u 60531 11
u 34996 2
u 64284 3
u 39469 9
u 44170 -11
u 62416 -1
u 36475 9
u 38942 13
u 47962 -13
u 6399 -13
u 34466 19
u 17678 12
u 34556 13
u 46568 8
u 3044 1
u 18384 18
u 21029 12
u 34614 -7
u 26290 -14
u 1907 -16
u 23267 19
u 35453 16
u 46476 -14
u 48865 -2
u 19152 13
u 38860 12
u 55135 14
u 40723 -5
u 46076 -6
u 4496 9
u 57208 -6
u 47160 -12
u 10726 -10
u 32479 2
u 24787 0
u 41941 9
u 33175 -12
u 42263 -11
u 20720 -4
u 43018 4
u 15321 -10
u 27955 -16
u 7345 -18
u 29075 12
u 24899 0
u 37007 -9
u 56453 -8
u 29273 -18
u 34872 17
u 38659 16
u 30604 -10
u 42179 18
u 26925 -8
u 12359 9
u 44499 13
u 21981 16
u 6184 10
u 64741 -11
u 53079 -2
u 1416 -12
u 61853 3
u 29014 12
u 57056 15
u 54414 -3
u 54504 -3
u 20516 -8
u 42603 18
u 17817 -17
u 16067 -1
u 51638 16
u 20018 -15
u 54852 -4
u 58020 12
u 39732 7
u 16804 5
u 58006 -11
u 14037 -6
u 356 -16
u 14236 13
u 31951 -18
u 16773 12
u 22778 16
u 49628 4
u 63370 -19
u 5236 10
u 60728 -4
u 57556 10
u 51457 10
u 38567 -4
u 30069 13
u 1267 -6
u 2957 -10
u 44025 -17
u 20864 15
u 58085 12
u 61467 -14
u 39747 -8
u 3164 -5
u 59306 -19
u 24000 19
u 50472 -8
u 24261 5
u 3701 -13
u 26999 5
u 35837 14
u 32104 2
u 14073 1
u 52411 15
u 38375 -15
u 50824 -1
u 60555 8
u 40248 1
u 65466 6
u 58607 16
u 44413 -9
u 58242 -2
u 36264 -9
u 6307 4
u 27151 0
u 16698 18
u 24840 9
u 34557 3
u 18329 -6
u 31476 14
u 29172 -9
u 22094 -5
u 63521 18
u 58958 18
u 40220 11
u 57151 -8
u 3565 10
u 48447 4
u 1291 13
u 14259 -2
u 22526 -1
u 25895 8
u 14225 16
u 20744 0
u 16349 11
u 23724 7
u 3449 7
u 4178 -19
u 42625 18
u 64886 -9
u 49630 14
u 36407 12
u 40825 -8
u 27489 5
u 8538 5
u 5023 -1
u 7171 -1
u 12895 -6
u 25835 0
u 53952 5
u 20324 -12
u 22172 -5
u 57958 -3
u 25209 1
u 23950 -5
u 52358 -15
u 15527 -5
u 61240 14
u 42549 -5
u 32933 11
u 64942 3
u 16616 -15
u 3339 -1
u 27974 -2
u 63152 -9
u 5825 -9
u 28530 -2
u 41715 -7
u 54347 -19
u 56002 -12
u 25949 6
u 20808 5
u 518 -9
u 32293 6
u 39706 19
u 28619 3
u 37648 7
u 45690 5
u 9211 -15
u 4628 -15
u 24519 -13
u 24768 12
u 38451 -19
u 8468 -3
u 2337 19
u 40026 -2
u 41758 17
u 4228 5
u 11810 2
u 19809 11
u 36213 9
u 25094 -14
u 28128 -16
u 49315 2
u 13377 12
u 44168 3
u 64397 -17
u 25411 2
u 4349 0
u 64576 -15
u 32813 3
u 34974 -14
u 34364 3
u 51313 8
u 10188 -16
u 32157 8
u 54015 14
u 54729 -9
u 62500 3
u 53947 -13
u 26916 0
u 48238 -4
u 35980 -15
u 63091 4
u 41992 17
u 47016 -14
u 35662 -9
u 18306 -17
u 55657 -17
u 50667 -19
u 9670 -9
u 46713 18
u 9004 1
u 14757 -16
u 8879 -18
u 16310 1
u 35748 19
u 61574 -16
u 7126 16
u 46522 9
u 55726 -2
u 58388 -4
u 44459 -13
u 30345 1
u 15243 -10
u 34891 -4
u 32765 -10
u 23064 5
u 51976 3
u 47738 17
u 40990 19
u 31116 -13
u 63061 -3
u 17396 -17
u 20750 19
u 53770 -13
u 26387 8
u 36794 -16
u 57782 -19
u 39891 -15
u 17081 -14
u 32403 10
u 25316 13
u 26080 -12
u 27754 -14
u 7077 -18
u 6796 3
u 14412 -17
u 65348 0
u 8974 -7
u 30192 18
u 31504 14
u 43832 -18
u 61890 2
u 4367 2
u 43569 -6
u 45493 -13
u 5759 -16
u 369 0
u 17031 -2
u 40123 -5
u 31333 8
u 62302 7
u 51241 17
u 12019 16
u 17142 5
u 57424 9
u 33255 1
u 51409 -1
u 6264 14
u 320 10
u 11689 7
u 60271 -9
u 51089 17
u 49288 -18
u 23228 -5
u 26694 13
u 5258 -5
u 34771 14
u 20040 8
u 51180 2
u 23466 6
u 20293 14
u 13253 -16
u 20796 -8
u 61943 -7
u 3816 -15
u 1396 19
u 25545 12
u 59192 -14
u 55071 -9
u 33172 -10
u 5911 3
u 39690 4
u 29396 16
u 21937 -10
u 31377 7
u 58109 11
u 36590 -16
u 57838 15
u 25345 13
u 12969 -2
u 62343 -11
u 27713 -6
u 1316 -6
u 31649 14
u 38255 19
u 7081 6
u 37718 8
u 19313 -19
u 40967 5
u 16618 -15
u 21119 -14
u 58480 15
u 15018 10
u 49561 4
u 39493 18
u 3989 2
u 11361 0
u 58653 -12
u 53072 -4
u 3528 -4
u 24054 -13
u 4422 17
u 57382 -5
u 63350 0
u 64988 -11
u 39622 -7
u 23625 0
u 12746 3
u 17814 18
u 13471 14
u 59302 -9
u 28072 -16
u 49164 -7
u 17805 2
u 45957 -6
u 62493 -17
u 31944 -19
u 711 -5
u 25117 19
u 56604 -5
u 12959 -1
u 45141 2
u 63258 15
u 9693 -10
u 54659 -5
u 7308 9
u 40626 1
u 53554 -5
u 56570 -16
u 60956 2
u 27158 15
u 41466 16
u 59295 5
u 17358 -8
u 40704 -14
u 43446 12
u 39118 -5
u 24713 2
u 15403 1
u 52377 -17
u 57572 16
u 52953 0
u 29530 5
u 56918 -7
u 46795 11
u 57555 -14
u 44718 0
u 1985 3
u 10128 -8
u 57355 11
u 27770 1
u 38961 -19
u 58318 18
u 38192 -15
u 32546 -4
u 12713 -4
u 19183 -19
u 57246 9
u 41102 9
u 3741 -6
u 35431 17
u 30780 -11
u 29248 0
u 53092 4
u 52109 7
u 24673 -11
u 14641 18
u 15695 -15
u 61775 12
u 15610 -2
u 13386 -2
u 53368 0
u 28454 7
u 15747 -17
u 28171 -8
u 26383 18
u 15250 14
u 12681 7
u 24393 -19
u 18339 -13
u 45148 6
u 25310 16
u 41112 5
u 1678 2
u 29358 -9
u 601 6
u 45612 12
u 9778 -14
u 33513 -4
u 12552 17
u 45014 3
u 59751 16
u 30563 -15
u 39227 13
u 7134 15
u 387 11
u 35043 -4
u 46537 -13
u 1167 9
u 47971 -1
u 65504 9
u 7734 7
u 37008 -9
u 54112 -16
u 43039 -19
u 1134 -6
u 40064 17
u 17246 -16
u 2247 14
u 60048 -14
u 48504 16
u 61664 -9
u 20596 6
u 28631 -6
u 25345 -13
u 52289 -4
u 59640 16
u 5359 -1
u 12002 16
u 36098 13
u 60601 2
u 12023 1
u 32583 -2
u 40221 1
u 20208 1
u 44213 -18
u 29633 4
u 21189 10
u 17471 10
u 6457 6
u 60888 15
u 2595 13
u 53236 -15
u 20570 19
u 1891 14
u 54744 18
u 28366 -19
u 32086 17
u 30502 -15
u 30245 10
u 41505 -14
u 53889 -16
u 49264 -14
u 55832 -19
u 59364 18
u 44017 13
u 55502 8
u 44174 6
u 54568 19
u 42905 14
u 55879 0
u 53415 -8
u 33346 -7
u 14123 18
u 26738 7
u 49025 -18
u 53291 2
u 8310 2
u 46921 19
u 38220 4
u 60897 -9
u 29931 11
u 63315 -14
u 28531 11
u 7779 -16
u 43270 18
u 38015 0
u 16832 -16
u 51116 -1
u 4138 -12
u 9789 12
u 15026 18
u 25006 -5
u 34566 -16
u 21944 -15
u 47141 -9
u 23952 -12
u 2634 -6
u 20106 0
u 8542 -2
u 37066 11
u 26008 -14
u 17427 6
u 15371 -18
u 8261 -8
u 15327 -8
u 7137 -1
u 15597 0
u 53691 10
u 38535 -13
u 57414 -7
u 27406 -10
u 31677 -1
u 37562 11
u 61206 8
u 14134 0
u 32382 4
u 42283 10
u 17449 15
u 52819 -4
u 11628 -18
u 43762 -8
u 32964 16
u 50910 -7
u 43987 -5
u 31220 1
u 44051 15
u 51696 -13
u 23130 -5
u 61977 -8
u 4292 -13
u 51538 2
u 50719 -2
u 20949 -18
u 20404 -14
u 28343 0
u 10843 -15
u 50799 6
u 393 2
u 64928 7
u 60084 -1
u 14710 3
u 23703 -19
u 48792 8
u 24593 7
u 99 -2
u 55809 11
u 24 5
u 14388 -7
u 43625 1
u 29207 -16
u 1291 4
u 13003 11
u 18323 -11
u 22728 -9
u 57778 -9
u 48329 -15
u 55876 -16
u 7823 3
u 53330 0
u 18830 12
u 61301 -14
u 39532 17
u 50097 12
u 16764 -2
u 23178 8
u 34620 -5
u 20487 9
u 11024 3
u 61021 0
u 56528 12
u 51030 4
u 60216 5
u 45818 -18
u 14966 0
u 34919 0
u 21507 -1
u 42901 17
u 26475 -3
u 49424 6
u 55650 -15
u 23676 -4
u 31536 6
u 6823 5
u 17440 -18
u 10777 -14
u 55572 17
u 47755 10
