262144
135168 126976
u 216067 -7
u 233489 3
u 5169 -15
u 61794 3
u 81249 7
u 19477 -8
u 98407 -2
u 252418 -1
u 85554 14
u 250175 2
u 40695 5
u 15500 3
u 141915 -8
u 258176 19
u 67353 6
u 107403 -16
u 250996 -7
u 178228 19
u 109206 16
u 146042 9
u 156857 5
u 1026 18
u 19719 18
u 116611 -3
u 218779 -4
u 251643 19
u 11369 -19
u 154343 3
u 78600 2
u 148882 2
u 58707 19
u 167230 -12
u 72889 -7
u 41581 7
u 61195 8
u 110408 13
u 91000 -2
u 211174 -3
u 102736 -9
u 215994 -10
u 170284 11
u 56702 7
u 210494 12
u 72795 -15
u 99278 13
u 172904 4
u 215818 -8
u 205545 -15
u 161307 17
u 208661 13
u 172607 -11
u 178412 -19
u 168360 0
u 112184 -18
u 193084 -9
u 68324 -4
u 9384 0
u 20736 13
u 73929 -5
u 246829 6
u 53065 4
u 69050 -18
u 235581 -18
u 33304 0
u 259579 16
u 95103 5
u 36747 -18
u 171506 11
u 138814 -16
u 214061 -9
u 87581 -16
u 170981 -5
u 145268 9
u 54699 13
u 23105 -13
u 130262 -8
u 196974 10
u 82911 6
u 211764 -2
u 43012 11
u 96038 1
u 117098 0
u 149488 -15
u 75750 -16
u 48007 -15
u 95915 0
u 47910 -19
u 232553 9
u 196470 -16
u 150232 13
u 64493 -17
u 33603 19
u 217663 -2
u 169736 5
u 232730 12
u 114340 -9
u 88721 15
u 199411 16
u 257899 -18
u 2225 -13
u 40686 -5
u 179352 -6
u 102894 2
u 19630 -14
u 174871 5
u 256797 16
u 188214 -15
u 238689 1
u 144771 2
u 48874 -2
u 96886 4
u 181982 8
u 132509 -1
u 161675 0
u 132267 5
u 172028 6
u 262042 -6
u 261550 -4
u 238998 -17
u 140013 3
u 188901 0
u 128946 -2
u 162922 -3
u 258705 -13
u 251773 -13
u 160908 -6
u 208651 -7
u 9980 -7
u 199997 6
u 207281 -9
u 73412 -2
u 243075 -8
u 206403 16
u 176103 7
u 261519 -11
u 72839 8
u 188638 10
u 41104 -6
u 45134 -14
u 134967 -14
u 83102 -14
u 121280 -15
u 114479 0
u 108626 -12
u 40772 -11
u 122454 -2
u 170930 -4
u 187496 -2
u 83724 -4
u 36303 -7
u 155428 -3
u 9232 -7
u 48785 -12
u 171340 -5
u 88003 -13
u 128683 6
u 77896 18
u 200715 9
u 119081 -12
u 244709 4
u 100961 -3
u 11895 -18
u 208406 10
u 124938 -15
u 38703 4
u 113087 9
u 8240 -1
u 13911 -11
u 172657 8
u 150945 19
u 229416 -17
u 169623 -13
u 5305 -3
u 237545 -1
u 155393 13
u 22096 19
u 62988 -14
u 3959 -18
u 233383 0
u 39237 -18
u 27994 3
u 204075 -14
u 12501 13
u 93260 8
u 141094 17
u 183675 -3
u 261691 -6
u 153535 -19
u 199350 0
u 129239 -5
u 86905 3
u 86810 2
u 185326 -6
u 159144 3
u 219667 10
u 166508 17
u 88563 -3
u 21753 -4
u 64282 -2
u 24079 11
u 97076 11
u 51598 -5
u 36766 11
u 101477 16
u 71928 15
u 66572 4
u 119907 3
u 46583 -13
u 244153 11
u 199655 10
u 141966 -4
u 187195 15
u 212460 11
u 69450 -17
u 61819 -5
u 219974 4
u 39141 -18
u 255520 -8
u 214564 -5
u 49881 -16
u 63425 -2
u 183182 7
u 7694 15
u 226422 18
u 173349 5
u 191381 -11
u 5810 -2
u 21557 13
u 63237 -6
u 232869 0
u 184538 9
u 21808 14
u 200130 -17
u 37445 3
u 110037 -6
u 176899 6
u 203781 -5
u 94652 12
u 65559 -11
u 201180 16
u 222865 0
u 29936 14
u 246849 -12
u 184803 -12
u 142502 3
u 172999 -10
u 84085 9
u 26433 -16
u 209991 -10
u 174622 -11
u 151205 -6
u 231348 -5
u 187316 -10
u 42175 18
u 122788 17
u 229640 -7
u 111629 19
u 50042 -5
u 48928 15
u 144277 9
u 128230 -11
u 256328 12
u 249940 -16
u 234387 10
u 84497 2
u 255674 15
u 236244 14
u 66402 4
u 26591 -3
u 152147 2
u 89789 -1
u 232889 10
u 117078 -16
u 35609 5
u 255633 7
u 95293 -1
u 235020 -6
u 71892 13
u 110095 -13
u 158461 9
u 191001 3
u 168151 5
u 114726 15
u 64373 1
u 80987 13
u 28554 6
u 74022 19
u 110051 9
u 20088 2
u 94963 -17
u 63404 9
u 135298 -14
u 17591 11
u 259097 0
u 251326 3
u 60135 7
u 45262 14
u 83141 4
u 200697 2
u 39163 -17
u 101893 -9
u 190318 6
u 67018 -14
u 104873 -6
u 183888 10
u 100685 17
u 127950 16
u 21429 2
u 181030 -17
u 11085 5
u 173797 -9
u 88253 13
u 37364 6
u 116905 16
u 56767 3
u 257603 4
u 223788 8
u 72433 -15
u 224005 7
u 115770 2
u 115000 13
u 130898 17
u 190296 3
u 126349 -3
u 170710 0
u 17252 -7
u 208656 -3
u 39280 17
u 14758 3
u 221939 -9
u 50112 13
u 230186 -18
u 141034 -13
u 40420 -4
u 217782 3
u 248645 -9
u 110502 -2
u 51445 -14
u 7583 7
u 147838 7
u 53086 5
u 260657 19
u 8453 -14
u 245619 -16
u 193979 11
u 94737 17
u 160670 -10
u 255848 -13
u 103254 -14
u 142457 -11
u 190315 0
u 129531 -14
u 246358 7
u 77329 18
u 96629 14
u 170091 2
u 128115 5
u 149314 0
u 206397 0
u 159780 1
u 76061 18
u 120181 16
u 55152 -2
u 14149 4
u 148011 3
u 217300 -8
u 23421 -7
u 114857 -18
u 3521 9
u 261578 -4
u 155210 5
u 249866 -16
u 75985 0
u 157750 -16
u 7682 -11
u 158472 -7
u 47760 -17
u 58331 -4
u 130397 -8
u 261320 -17
u 229087 13
u 92447 18
u 39021 11
u 260145 -13
u 137346 19
u 142694 -15
u 166961 0
u 51594 17
u 5309 11
u 1042 -18
u 2588 4
u 96735 -12
u 176026 3
u 153262 -13
u 227548 3
u 60543 9
u 106772 3
u 184857 2
u 98150 7
u 188337 15
u 180295 -9
u 3766 -7
u 199305 -11
u 65915 11
u 2562 -9
u 217607 -19
u 226473 -12
u 55500 1
u 207266 11
u 184634 6
u 99057 17
u 105018 11
u 136024 -15
u 89480 15
u 210590 -17
u 207528 0
u 84561 12
u 213854 -16
u 4512 -17
u 226337 -18
u 84584 7
u 12227 -12
u 234000 -9
u 189269 7
u 14346 -2
u 89649 -2
u 94794 9
u 57090 15
u 222399 2
u 202849 6
u 162244 2
u 37444 17
u 97385 18
u 6385 -4
u 6780 15
u 108974 -6
u 152380 -1
u 140278 -1
u 188929 -9
u 41215 11
u 179163 0
u 54536 -18
u 63388 -2
u 242632 -16
u 258197 7
u 194490 4
u 69429 15
u 142960 5
u 221089 2
u 6569 14
u 119925 -2
u 57091 -18
u 236746 10
u 134398 4
u 2630 6
u 104664 7
u 44334 4
u 193608 -3
u 8683 6
u 131367 -19
u 95291 -10
u 163035 5
u 33504 -13
u 69392 18
u 193197 -8
u 220321 -12
u 191506 -17
u 61139 5
u 212639 9
u 67497 12
u 109008 6
u 134920 3
u 69218 -9
u 261066 -8
u 240482 0
u 82639 -8
u 194004 17
u 238351 14
u 27382 -13
u 219959 13
u 121562 7
u 9413 -12
u 193405 -9
u 217034 1
u 3948 -16
u 97027 -2
u 194550 15
u 4155 -19
u 36189 -19
u 79527 -17
u 133368 4
u 88158 -10
u 145697 -10
u 30593 6
u 109966 18
u 131515 15
u 166545 1
u 20309 -5
u 211482 16
u 241707 12
u 259732 -8
u 66243 9
u 46394 -9
u 193764 -7
u 73477 -18
u 97111 11
u 173315 8
u 9930 -11
u 249637 -13
u 229949 -5
u 28932 -4
u 66844 9
u 240250 -6
u 31140 8
u 62354 -18
u 142876 -10
u 87294 11
u 252082 0
u 17374 8
u 216273 -6
u 194852 -12
u 35553 -3
u 236511 -13
u 162893 14
u 86007 0
u 59320 -2
u 230020 0
u 48273 11
u 213319 -7
u 135572 -17
u 90117 -17
u 73474 7
u 225423 -10
u 48957 17
u 247116 -19
u 71507 7
u 54327 -3
u 23704 -15
u 152545 8
u 252700 16
u 55154 -12
u 91348 -16
u 176043 1
u 231157 0
u 219035 -4
u 140750 -12
u 120890 12
u 224421 -7
u 15493 -18
u 64825 -19
u 14321 0
u 180291 -9
u 243393 11
u 97345 0
u 128450 -6
u 110203 8
u 137780 10
u 206635 -12
u 79029 6
u 178899 -14
u 18091 -11
u 82930 1
u 9585 -13
u 223152 -16
u 56443 -16
u 25545 -9
u 162166 11
u 139414 1
u 147688 16
u 15066 -17
u 62519 0
u 197599 10
u 64677 1
u 251980 1
u 55597 5
u 179628 -8
u 226240 -19
u 212672 15
u 45622 6
u 260905 -4
u 199514 -16
u 172830 -4
u 230143 -12
u 242952 -2
u 24718 19
u 129683 -6
u 121144 -10
u 25394 8
u 207230 -17
u 67384 -19
u 183965 17
u 74374 2
u 247428 -16
u 121744 -15
u 198583 -1
u 132972 0
u 144813 -13
u 235490 -2
u 93761 13
u 228501 -1
u 212173 -5
u 205718 -9
u 161178 15
u 256995 -3
u 246342 -10
u 106950 5
u 47105 7
u 54082 -15
u 206228 6
u 63296 1
u 34189 9
u 16477 7
u 239929 18
u 29671 -9
u 206123 19
u 190027 3
u 92068 0
u 227326 18
u 102569 13
u 97369 -6
u 22270 11
u 254932 -9
u 123501 -12
u 101766 -9
u 222697 5
u 210253 19
u 99188 14
u 173744 -8
u 216555 11
u 148520 4
u 199444 -8
u 54544 -15
u 210005 -16
u 20472 -12
u 241905 -2
u 137199 -19
u 60018 0
u 71408 8
u 176858 6
u 251105 0
u 76093 10
u 132154 6
u 163802 -13
u 252255 -1
u 247171 1
u 16605 8
u 215036 -9
u 213841 4
u 90877 15
u 213329 -9
u 90012 -6
u 72671 2
u 218372 1
u 71407 0
u 55110 -10
u 8354 0
u 259583 1
u 44342 4
u 184264 -14
u 17311 5
u 173087 -14
u 91619 0
u 105066 -13
u 26733 9
u 15487 16
u 4438 -3
u 66303 -8
u 255532 -16
u 221189 -10
u 155619 -17
u 125163 5
u 145360 -1
u 42339 8
u 21700 14
u 224158 -14
u 133751 0
u 72928 14
u 261080 7
u 6544 -16
u 111794 -16
u 3588 -2
u 127532 -9
u 193341 -1
u 92424 3
u 185716 17
u 166543 -12
u 149873 -12
u 171339 9
u 239464 9
u 156672 10
u 232052 -15
u 74435 -13
u 253650 -8
u 220831 19
u 99042 -9
u 20082 -4
u 186714 2
u 172523 -2
u 6392 -19
u 8155 9
u 250847 6
u 240844 1
u 224459 2
u 68645 10
u 80936 14
u 141114 -12
u 253596 12
u 93681 17
u 26778 -12
u 243153 0
u 122850 -19
u 228452 -12
u 148707 1
u 165332 3
u 141635 6
u 85064 0
u 86042 -10
u 6771 -12
u 213805 -8
u 250137 -15
u 38590 0
u 83441 -15
u 82513 7
u 13002 -3
u 229491 19
u 235113 -6
u 257247 10
u 137619 1
u 78110 -13
u 36766 13
u 214296 -1
u 87940 -14
u 185596 -5
u 86552 0
u 170129 -8
u 169854 11
u 203654 18
u 238763 -16
u 168274 18
u 133315 0
u 245777 -3
u 225820 16
u 45562 -4
u 122548 -1
u 142103 4
u 81274 -5
u 19002 5
u 132450 11
u 1784 13
u 79713 6
u 31406 18
u 118489 15
u 240720 -5
u 259083 2
u 84730 0
u 20329 -9
u 236540 17
u 47101 -16
u 85301 5
u 143631 14
u 66821 14
u 59517 -6
u 131977 9
u 28279 0
u 148827 -3
u 43530 7
u 95416 4
u 153150 -8
u 257128 2
u 220844 -7
u 18201 16
u 148078 18
u 225179 9
u 12556 -12
u 102685 3
u 13598 5
u 118949 -8
u 255330 18
u 2939 -16
u 122544 3
u 129458 5
u 69856 14
u 65951 14
u 36724 -10
u 110953 19
u 140650 0
u 236598 -15
u 121752 10
u 221764 0
u 247970 -10
u 28352 19
u 231812 2
u 72540 14
u 136085 -8
u 246464 19
u 227246 -2
u 162562 -14
u 76510 14
u 257966 -2
u 27306 -3
u 108659 5
u 235930 -7
u 194541 -5
u 20603 3
u 229848 -19
u 216467 19
u 5854 8
u 143360 -8
u 148989 -17
u 153874 0
u 13788 -1
u 247089 6
u 153936 -10
u 142721 2
u 174689 5
u 256534 -16
u 75840 15
u 104318 -18
u 63716 0
u 162400 -15
u 131351 -2
u 27478 0
u 40715 6
u 215600 8
u 188140 -3
u 60871 10
u 226307 -13
u 116136 -1
u 107272 19
u 5714 -16
u 166742 -19
u 41023 17
u 230425 2
u 250821 -15
u 8119 3
u 63419 1
u 5657 -6
u 14532 -12
u 261736 15
u 236078 8
u 75320 -14
u 127517 -13
u 80623 17
u 157584 8
u 240368 4
u 207714 2
u 163403 17
u 125405 0
u 131935 -2
u 163683 1
u 3016 14
u 17382 -18
u 55856 -15
u 55048 -11
u 262048 -15
u 243181 -8
u 63789 -3
u 114710 2
u 90066 -18
u 70165 -9
u 173450 -17
u 213257 -8
u 2329 -8
u 206395 0
u 190602 -3
u 12175 9
u 72893 -15
u 202293 0
u 61473 19
u 184199 -10
u 24180 5
u 136603 -6
u 11649 18
u 232383 -4
u 261465 -13
u 170005 6
u 56139 -1
u 247481 -11
u 197638 9
u 192733 0
u 37523 11
u 57571 -3
u 234467 19
u 239168 -14
u 255062 4
u 95174 -17
u 64317 15
u 105069 -8
u 220948 -8
u 177681 13
u 115712 -6
u 130897 6
u 206661 -2
u 230321 1
u 45822 4
u 6108 -7
u 103676 -10
u 193763 -8
u 61400 6
u 109796 -11
u 69866 11
u 71418 0
u 174604 6
u 210150 0
u 251795 0
u 91535 -3
u 211230 13
u 15073 3
u 76523 17
u 35760 -1
u 144161 -13
u 205691 17
u 105548 0
u 61693 5
u 45953 6
u 221267 -2
u 114316 -15
u 250005 -15
u 207028 10
u 160186 10
u 61555 18
u 39900 -18
u 212011 -11
u 166390 -15
u 38224 10
u 148735 7
u 244020 -5
u 168080 -6
u 229594 15
u 254372 -17
u 139120 12
u 129225 18
u 244036 -2
u 18070 8
u 52953 7
u 123457 -2
u 167835 4
u 125151 -2
u 218332 -15
u 144092 19
u 231549 -15
u 176799 12
u 122967 -7
u 38706 -6
u 50365 -15
u 103822 8
u 244430 15
u 180778 14
u 87989 10
u 153101 1
u 114962 -17
u 255452 -16
u 177772 -1
u 138356 0
u 147857 -16
u 128374 -2
u 50989 -13
u 68544 6
u 125764 -3
u 2231 6
u 138185 -3
u 103471 -1
u 76957 -16
u 84652 5
u 220954 16
u 43745 -8
u 252168 -14
u 94426 5
u 155512 15
u 39614 -13
u 253087 5
u 158488 -13
u 211018 14
u 215891 -8
u 72139 13
u 250768 12
u 62032 -5
u 68654 1
u 114202 3
u 41791 -8
u 128916 -6
u 146785 -1
u 122591 16
u 24594 -17
u 211850 -10
u 57186 10
u 232197 12
u 244728 7
u 180563 10
u 255710 18
u 154453 17
u 200884 13
u 74287 -18
u 93331 8
u 160701 0
u 261502 -15
u 220661 2
u 146414 -7
u 125211 6
u 97068 -8
u 235218 3
u 15568 11
u 107785 19
u 124199 -16
u 196627 -2
u 16763 -6
u 99957 13
u 43279 6
u 225042 0
u 100590 -1
u 9590 -4
u 151073 15
u 246092 -14
u 49216 -3
u 206352 2
u 184077 7
u 38395 10
u 122554 2
u 197798 17
u 172386 0
u 102376 8
u 221219 10
u 144654 -19
u 114435 -3
u 138966 12
u 231152 2
u 52830 -1
u 116664 -14
u 155425 5
u 145938 -4
u 50021 -9
u 16916 -6
u 5374 1
u 234598 11
u 124080 2
u 73311 14
u 71847 -15
u 166648 13
u 34742 -17
u 61910 6
u 233965 -15
u 60122 -16
u 151000 6
u 61430 -13
u 80524 11
u 143915 0
u 13096 4
u 218964 -17
u 38157 9
u 221643 4
u 74116 -14
u 126552 2
u 65198 -15
u 100321 -4
u 49996 4
u 11506 -16
u 193151 -9
u 46469 -7
u 248416 -3
u 126289 -9
u 53124 -18
u 197344 -9
u 168892 3
u 84692 11
u 83440 -13
u 107144 4
u 77003 15
u 41376 1
u 2609 1
u 242142 -11
u 41787 18
u 74422 15
u 63133 -1
u 54802 -12
u 228792 7
u 116204 -16
u 189152 -12
u 85994 -5
u 205569 6
u 40806 -15
u 214878 2
u 184421 -15
u 119504 14
u 171939 -1
u 105353 3
u 174719 2
u 143442 18
u 119934 11
u 107890 6
u 255982 -8
u 93685 -3
u 94310 -16
u 161447 7
u 116595 -3
u 88847 4
u 131737 -13
u 43209 -11
u 71320 4
u 17670 17
u 22683 -1
u 133052 10
u 8019 -17
u 184400 0
u 220927 -15
u 40547 12
u 104684 0
u 62664 10
u 154927 14
u 117156 -18
u 66840 11
u 166781 10
u 247586 12
u 252593 -11
u 110560 -18
u 37878 0
u 131142 6
u 68502 1
u 185282 18
u 4973 1
u 20905 -13
u 96687 0
u 179754 4
u 62440 -8
u 121320 7
u 81917 8
u 123456 17
u 124594 -3
u 196545 -2
u 165661 -13
u 123163 11
u 178206 18
u 112327 17
u 131325 -14
u 237467 0
u 179530 19
u 181819 -17
u 121817 -4
u 173425 8
u 171968 -15
u 101710 18
u 220762 14
u 240440 -7
u 71922 6
u 198257 16
u 219804 -10
u 178980 0
u 51439 -15
u 120431 7
u 64628 -5
u 56919 17
u 91983 16
u 258232 12
u 76025 5
u 135915 17
u 202116 16
u 239736 4
u 200649 13
u 243949 -18
u 130731 7
u 248012 -6
u 239340 5
u 224258 -15
u 194012 -7
u 211400 19
u 178300 -19
u 240656 -18
u 244914 16
u 221940 -11
u 144116 -5
u 44645 -7
u 71193 -16
u 244824 -18
u 240270 14
u 20127 -3
u 144548 -19
u 197249 -1
u 170845 4
u 150379 -4
u 241909 -4
u 99211 4
u 105811 -8
u 166204 -6
u 52326 0
u 147377 9
u 221712 9
u 18387 -15
u 214260 -19
u 40461 9
u 227696 -10
u 39100 -3
u 66584 16
u 231845 16
u 133569 -1
u 78000 -2
u 219717 7
u 9256 -10
u 254936 6
u 151967 -13
u 39317 -14
u 241561 19
u 229223 19
u 29648 7
u 261016 -9
u 111583 14
u 130698 2
u 74526 10
u 124890 -13
u 172568 19
u 164309 18
u 109651 -1
u 165637 -1
u 185268 4
u 32224 -8
u 203549 -9
u 112292 7
u 70428 -7
u 180771 -4
u 260712 7
u 170187 -3
u 144068 -14
u 260836 13
u 236024 -1
u 678 2
u 119900 5
u 134874 15
u 24727 -14
u 86315 12
u 196797 -1
u 22943 1
u 190082 0
u 59025 19
u 214607 16
u 98444 12
u 157296 -19
u 61184 -14
u 45229 -10
u 257815 -17
u 183460 19
u 165559 -13
u 161338 -14
u 8624 8
u 76658 -5
u 133917 -18
u 213479 3
u 149514 1
u 29952 11
u 139785 17
u 186193 16
u 195592 -7
u 244717 19
u 120567 -15
u 54509 -2
u 46913 16
u 112589 12
u 17043 -18
u 250763 -16
u 197849 -10
u 120607 -9
u 76589 -9
u 226483 14
u 213361 19
u 172501 -6
u 238852 -5
u 67088 6
u 177897 -12
u 166933 -14
u 77465 13
u 152559 -1
u 197270 -19
u 74707 12
u 14788 -10
u 239981 12
u 128604 -4
u 20116 11
u 170389 17
u 169155 -1
u 240892 -7
u 212610 13
u 176063 -17
u 127758 -5
u 67216 -15
u 128137 2
u 253992 -17
u 6916 8
u 21557 -7
u 141288 -14
u 144952 -1
u 248983 -18
u 217571 -18
u 216607 0
u 253556 -1
u 247423 15
u 203130 10
u 187763 -2
u 215444 -11
u 208866 -16
u 85926 -8
u 165199 -8
u 93411 6
u 4748 -2
u 253741 2
u 151314 0
u 3018 1
u 147962 13
u 145110 -4
u 84262 0
u 226044 -9
u 106685 5
u 5288 -15
u 21937 13
u 85682 15
u 241251 6
u 43519 2
u 249383 0
u 54279 18
u 251900 -12
u 138025 1
u 182426 1
u 17081 -9
u 99490 4
u 170671 8
u 36570 0
u 253295 1
u 39459 19
u 175560 -10
u 217173 19
u 30056 9
u 170707 -8
u 78443 4
u 210508 0
u 149935 10
u 178600 -16
u 79192 -4
u 166861 -5
u 167127 -19
u 258465 -8
u 187960 -14
u 210227 7
u 176147 18
u 175552 -6
u 48939 0
u 88662 -7
u 64718 19
u 152572 1
u 155173 -4
u 13740 -13
u 39058 9
u 68782 -1
u 29079 15
u 214524 9
u 239851 12
u 9718 5
u 243737 13
u 82635 4
u 207488 19
u 247305 19
u 126625 -8
u 73279 9
u 71050 14
u 72361 14
u 64646 -6
u 7045 -4
u 16299 -8
u 221955 -13
u 49327 6
u 241586 -15
u 123038 18
u 192702 -4
u 209107 -17
u 229 3
u 9237 17
u 148734 0
u 59214 13
u 65063 0
u 185723 0
u 94345 18
u 223527 -4
u 91930 16
u 177218 -12
u 23062 14
u 226078 -19
u 253579 -6
u 253810 8
u 191604 10
u 197331 9
u 93081 11
u 177224 16
u 80288 16
u 201687 2
u 104561 0
u 20632 10
u 113492 17
u 38153 11
u 221844 12
u 257164 17
u 179773 13
u 247412 6
u 45927 16
u 93203 16
u 177709 -15
u 167222 -18
u 234960 -7
u 250463 -11
u 56598 8
u 198457 4
u 53129 13
u 97922 5
u 201106 0
u 109901 4
u 89304 -3
u 143570 -18
u 63876 0
u 178143 -3
u 105774 -18
u 85192 -16
u 37594 18
u 29987 -18
u 72573 -17
u 63516 0
u 208313 19
u 28188 19
u 218919 0
u 165921 4
u 43 -17
u 56545 -6
u 118600 10
u 96282 7
u 66810 -18
u 30137 6
u 21485 -2
u 193924 -10
u 105600 14
u 69490 7
u 242218 0
u 45201 8
u 132836 -8
u 187687 -6
u 199501 -6
u 247494 10
u 105144 -13
u 26749 14
u 242011 -1
u 144077 -12
u 135313 6
u 219263 3
u 27401 3
u 215878 0
u 112812 -16
u 49030 -5
u 156232 -5
u 19131 -15
u 167622 11
u 116537 -3
u 36140 -4
u 42380 1
u 143784 -9
u 102884 -1
u 192161 17
u 170330 -10
u 159034 0
u 222129 8
u 16350 6
u 57292 0
u 199089 -3
u 222049 -5
u 200556 16
u 120104 -3
u 185855 16
u 211014 13
u 76385 18
u 101136 13
u 60379 11
u 81677 18
u 188839 18
u 55728 -6
u 117314 -17
u 10021 0
u 191578 -9
u 683 0
u 173637 13
u 221703 -2
u 201769 -7
u 218084 0
u 54160 5
u 85333 0
u 158205 8
u 88572 13
u 128347 5
u 208982 -11
u 160114 -19
u 140773 -17
u 18280 3
u 148949 12
u 218108 2
u 76239 0
u 110221 -14
u 241652 -12
u 115461 10
u 175329 5
u 102403 19
u 38025 19
u 184988 0
u 217049 -12
u 34703 5
u 106235 9
u 166454 17
u 210102 8
u 135658 -5
u 132449 -6
u 246540 11
u 221225 -5
u 244487 10
u 144465 -5
u 136182 -11
u 5284 16
u 56169 -13
u 237050 16
u 169906 9
u 30206 11
u 93699 0
u 137284 19
u 121306 -6
u 182743 19
u 182151 -11
u 86444 5
u 261738 -13
u 261166 17
u 246259 1
u 79744 -1
u 201139 -7
u 96739 19
u 128337 -9
u 236324 -14
u 1456 -19
u 240710 -5
u 140828 -2
u 93165 19
u 201093 -17
u 256955 -1
u 66814 -7
u 25504 -9
u 126781 -16
u 48348 -3
u 168015 0
u 231194 -3
u 213121 -9
u 102176 -7
u 137434 -8
u 115415 1
u 80743 -5
u 234047 13
u 209832 -10
u 221563 2
u 78834 13
u 7739 2
u 35487 -14
u 212059 4
u 57771 19
u 11021 14
u 126356 16
u 70655 -8
u 45861 6
u 156649 7
u 249189 -18
u 60043 -9
u 103902 -15
u 27217 -12
u 97016 17
u 200374 6
u 203012 11
u 59355 16
u 241357 -18
u 138624 -14
u 7534 2
u 629 0
u 129718 -9
u 211225 6
u 244116 -3
u 96731 15
u 115650 3
u 36806 13
u 188722 -10
u 9001 -16
u 50661 11
u 199444 18
u 155344 19
u 230028 0
u 5927 -3
u 171544 -17
u 256155 6
u 147353 -1
u 243458 -5
u 37164 14
u 202164 0
u 194449 -11
u 28527 15
u 13081 13
u 33136 -16
u 240844 -7
u 231457 7
u 75326 0
u 174801 -13
u 259217 7
u 149720 5
u 194192 1
u 78646 -7
u 5317 -10
u 175836 -13
u 23248 -2
u 176378 13
u 171529 11
u 186810 8
u 160011 13
u 206692 1
u 41600 6
u 54713 -2
u 38521 15
u 160138 -14
u 148100 -12
u 204211 -7
u 191447 -16
u 159550 10
u 80675 -8
u 239246 -4
u 189101 3
u 59477 -4
u 96242 17
u 20953 19
u 204090 14
u 132822 17
u 141508 8
u 100474 7
u 154906 19
u 215624 -13
u 46184 4
u 121011 16
u 178407 -17
u 172251 19
u 91661 2
u 100863 -17
u 40690 4
u 117105 0
u 144484 1
u 131044 -6
u 103560 -19
u 69978 17
u 189258 6
u 162955 -7
u 168922 -2
u 122883 12
u 11984 17
u 190594 9
u 169 -4
u 187330 -5
u 250056 -16
u 110450 -15
u 186390 14
u 165537 -9
u 103470 -14
u 155163 11
u 36160 14
u 189956 14
u 133450 -6
u 45295 -13
u 207204 5
u 255335 13
u 149929 8
u 147436 2
u 22343 -8
u 241930 -18
u 98672 -6
u 38859 -16
u 55649 11
u 91650 4
u 238833 17
u 104007 -18
u 209811 -15
u 238268 -7
u 122588 -16
u 121346 -9
u 189598 -2
u 24693 -8
u 36178 6
u 227483 -11
u 244753 11
u 68778 -7
u 35362 -3
u 104201 -6
u 49890 9
u 250131 -15
u 180521 -5
u 39430 0
u 123814 -17
u 209305 17
u 36974 -9
u 51907 14
u 183045 -8
u 41812 13
u 248731 -18
u 15602 15
u 214422 -7
u 50479 18
u 192019 3
u 78652 16
u 88388 -9
u 6346 -18
